graph_id,graph_label,node_id,degree,pagerank
9,1,1,5,0.039606
9,1,2,6,0.043145
9,1,3,4,0.035127
9,1,4,6,0.043145
9,1,5,6,0.043145
9,1,6,6,0.043145
9,1,7,5,0.039606
9,1,8,5,0.039606
9,1,9,5,0.039606
9,1,10,4,0.035127
9,1,11,6,0.043145
9,1,12,6,0.043145
9,1,13,4,0.035127
9,1,14,6,0.043145
9,1,15,6,0.043145
9,1,16,6,0.043145
9,1,17,4,0.035127
9,1,18,21,0.143728
9,1,19,6,0.043145
9,1,20,6,0.043145
9,1,21,6,0.043145
10,1,0,7,0.125
10,1,1,7,0.125
10,1,2,7,0.125
10,1,3,7,0.125
10,1,4,7,0.125
10,1,5,7,0.125
10,1,6,7,0.125
10,1,7,7,0.125
11,1,0,7,0.060019
11,1,1,7,0.060019
11,1,2,7,0.060019
11,1,3,5,0.051291
11,1,4,5,0.051291
11,1,5,4,0.045346
11,1,6,4,0.045346
11,1,7,5,0.051291
11,1,8,16,0.142026
11,1,9,7,0.060019
11,1,10,4,0.045346
11,1,11,7,0.060019
11,1,12,7,0.060019
11,1,13,5,0.051291
11,1,14,5,0.051291
11,1,15,4,0.045346
11,1,16,7,0.060019
12,1,0,7,0.125
12,1,1,7,0.125
12,1,2,7,0.125
12,1,3,7,0.125
12,1,4,7,0.125
12,1,5,7,0.125
12,1,6,7,0.125
12,1,7,7,0.125
13,1,0,21,0.168011
13,1,1,4,0.037679
13,1,2,5,0.042407
13,1,3,5,0.042407
13,1,4,4,0.037242
13,1,5,5,0.042407
13,1,6,4,0.038743
13,1,7,5,0.042407
13,1,8,4,0.037679
13,1,9,3,0.030547
13,1,10,5,0.042407
13,1,11,5,0.042407
13,1,12,4,0.037679
13,1,13,5,0.042407
13,1,14,3,0.030547
13,1,15,5,0.042407
13,1,16,5,0.042407
13,1,17,4,0.037679
13,1,18,4,0.037242
13,1,19,5,0.042407
13,1,20,5,0.045645
13,1,21,4,0.037242
14,1,0,6,0.142857
14,1,1,6,0.142857
14,1,2,6,0.142857
14,1,3,6,0.142857
14,1,4,6,0.142857
14,1,5,6,0.142857
14,1,6,6,0.142857
15,1,0,6,0.060625
15,1,1,6,0.060625
15,1,2,6,0.060625
15,1,3,5,0.055168
15,1,4,6,0.060625
15,1,5,5,0.055168
15,1,6,5,0.057791
15,1,7,5,0.055168
15,1,8,4,0.048142
15,1,9,4,0.048142
15,1,10,6,0.060625
15,1,11,5,0.055168
15,1,12,6,0.065162
15,1,13,6,0.060625
15,1,14,15,0.148197
15,1,15,4,0.048142
16,1,0,6,0.064968
16,1,1,7,0.06933
16,1,2,7,0.06933
16,1,3,6,0.064968
16,1,4,7,0.06933
16,1,5,6,0.064968
16,1,6,7,0.06933
16,1,7,7,0.06933
16,1,8,7,0.06933
16,1,9,7,0.06933
16,1,10,6,0.064968
16,1,11,6,0.064968
16,1,12,13,0.124878
16,1,13,6,0.064968
17,1,0,6,0.142857
17,1,1,6,0.142857
17,1,2,6,0.142857
17,1,3,6,0.142857
17,1,4,6,0.142857
17,1,5,6,0.142857
17,1,6,6,0.142857
18,1,0,8,0.160415
18,1,1,8,0.160415
18,1,2,4,0.088352
18,1,3,4,0.088352
18,1,4,5,0.103528
18,1,5,5,0.103528
18,1,6,4,0.088352
18,1,7,5,0.103528
18,1,8,5,0.103528
19,1,0,7,0.125
19,1,1,7,0.125
19,1,2,7,0.125
19,1,3,7,0.125
19,1,4,7,0.125
19,1,5,7,0.125
19,1,6,7,0.125
19,1,7,7,0.125
20,1,0,11,0.125803
20,1,1,5,0.065309
20,1,2,7,0.081193
20,1,3,7,0.081193
20,1,4,7,0.081193
20,1,5,7,0.081193
20,1,6,5,0.065309
20,1,7,7,0.081193
20,1,8,5,0.065309
20,1,9,11,0.125803
20,1,10,5,0.065309
20,1,11,7,0.081193
21,1,0,23,0.101766
21,1,1,7,0.037042
21,1,2,5,0.031495
21,1,3,7,0.037042
21,1,4,11,0.04377
21,1,5,5,0.031495
21,1,6,5,0.031495
21,1,7,11,0.04377
21,1,8,7,0.037042
21,1,9,11,0.04377
21,1,10,7,0.037042
21,1,11,7,0.037042
21,1,12,7,0.037042
21,1,13,5,0.031495
21,1,14,5,0.031495
21,1,15,11,0.04377
21,1,16,11,0.04377
21,1,17,11,0.04377
21,1,18,11,0.04377
21,1,19,11,0.04377
21,1,20,11,0.04377
21,1,21,11,0.04377
21,1,22,11,0.04377
21,1,23,7,0.037042
22,1,0,8,0.111111
22,1,1,8,0.111111
22,1,2,8,0.111111
22,1,3,8,0.111111
22,1,4,8,0.111111
22,1,5,8,0.111111
22,1,6,8,0.111111
22,1,7,8,0.111111
22,1,8,8,0.111111
23,1,0,5,0.068366
23,1,1,4,0.060755
23,1,2,5,0.068366
23,1,3,4,0.060755
23,1,4,13,0.172132
23,1,5,5,0.068366
23,1,6,4,0.060755
23,1,7,4,0.060755
23,1,8,4,0.060755
23,1,9,5,0.068366
23,1,10,5,0.068366
23,1,11,4,0.060755
23,1,12,4,0.060755
23,1,13,4,0.060755
24,1,0,6,0.142857
24,1,1,6,0.142857
24,1,2,6,0.142857
24,1,3,6,0.142857
24,1,4,6,0.142857
24,1,5,6,0.142857
24,1,6,6,0.142857
25,1,0,5,0.04435
25,1,1,4,0.039447
25,1,2,4,0.039447
25,1,3,4,0.039447
25,1,4,3,0.032
25,1,5,5,0.050656
25,1,6,5,0.04435
25,1,7,3,0.032
25,1,8,4,0.039447
25,1,9,4,0.039447
25,1,10,4,0.039447
25,1,11,3,0.033111
25,1,12,4,0.039447
25,1,13,4,0.039447
25,1,14,3,0.033111
25,1,15,3,0.033111
25,1,16,5,0.04435
25,1,17,5,0.04435
25,1,18,3,0.032
25,1,19,3,0.032
25,1,20,5,0.04435
25,1,21,21,0.184679
26,1,0,37,0.026316
26,1,1,37,0.026316
26,1,2,37,0.026316
26,1,3,37,0.026316
26,1,4,37,0.026316
26,1,5,37,0.026316
26,1,6,37,0.026316
26,1,7,37,0.026316
26,1,8,37,0.026316
26,1,9,37,0.026316
26,1,10,37,0.026316
26,1,11,37,0.026316
26,1,12,37,0.026316
26,1,13,37,0.026316
26,1,14,37,0.026316
26,1,15,37,0.026316
26,1,16,37,0.026316
26,1,17,37,0.026316
26,1,18,37,0.026316
26,1,19,37,0.026316
26,1,20,37,0.026316
26,1,21,37,0.026316
26,1,22,37,0.026316
26,1,23,37,0.026316
26,1,24,37,0.026316
26,1,25,37,0.026316
26,1,26,37,0.026316
26,1,27,37,0.026316
26,1,28,37,0.026316
26,1,29,37,0.026316
26,1,30,37,0.026316
26,1,31,37,0.026316
26,1,32,37,0.026316
26,1,33,37,0.026316
26,1,34,37,0.026316
26,1,35,37,0.026316
26,1,36,37,0.026316
26,1,37,37,0.026316
27,1,0,37,0.026316
27,1,1,37,0.026316
27,1,2,37,0.026316
27,1,3,37,0.026316
27,1,4,37,0.026316
27,1,5,37,0.026316
27,1,6,37,0.026316
27,1,7,37,0.026316
27,1,8,37,0.026316
27,1,9,37,0.026316
27,1,10,37,0.026316
27,1,11,37,0.026316
27,1,12,37,0.026316
27,1,13,37,0.026316
27,1,14,37,0.026316
27,1,15,37,0.026316
27,1,16,37,0.026316
27,1,17,37,0.026316
27,1,18,37,0.026316
27,1,19,37,0.026316
27,1,20,37,0.026316
27,1,21,37,0.026316
27,1,22,37,0.026316
27,1,23,37,0.026316
27,1,24,37,0.026316
27,1,25,37,0.026316
27,1,26,37,0.026316
27,1,27,37,0.026316
27,1,28,37,0.026316
27,1,29,37,0.026316
27,1,30,37,0.026316
27,1,31,37,0.026316
27,1,32,37,0.026316
27,1,33,37,0.026316
27,1,34,37,0.026316
27,1,35,37,0.026316
27,1,36,37,0.026316
27,1,37,37,0.026316
28,1,0,14,0.066667
28,1,1,14,0.066667
28,1,2,14,0.066667
28,1,3,14,0.066667
28,1,4,14,0.066667
28,1,5,14,0.066667
28,1,6,14,0.066667
28,1,7,14,0.066667
28,1,8,14,0.066667
28,1,9,14,0.066667
28,1,10,14,0.066667
28,1,11,14,0.066667
28,1,12,14,0.066667
28,1,13,14,0.066667
28,1,14,14,0.066667
29,1,0,6,0.142857
29,1,1,6,0.142857
29,1,2,6,0.142857
29,1,3,6,0.142857
29,1,4,6,0.142857
29,1,5,6,0.142857
29,1,6,6,0.142857
30,1,0,8,0.111111
30,1,1,8,0.111111
30,1,2,8,0.111111
30,1,3,8,0.111111
30,1,4,8,0.111111
30,1,5,8,0.111111
30,1,6,8,0.111111
30,1,7,8,0.111111
30,1,8,8,0.111111
31,1,0,8,0.111111
31,1,1,8,0.111111
31,1,2,8,0.111111
31,1,3,8,0.111111
31,1,4,8,0.111111
31,1,5,8,0.111111
31,1,6,8,0.111111
31,1,7,8,0.111111
31,1,8,8,0.111111
32,1,0,3,0.127095
32,1,1,3,0.127095
32,1,2,3,0.127095
32,1,3,6,0.237428
32,1,4,3,0.127095
32,1,5,3,0.127095
32,1,6,3,0.127095
33,1,0,4,0.067932
33,1,1,12,0.184821
33,1,2,4,0.067932
33,1,3,4,0.067932
33,1,4,4,0.067932
33,1,5,4,0.067932
33,1,6,4,0.067932
33,1,7,4,0.067932
33,1,8,4,0.067932
33,1,9,4,0.067932
33,1,10,4,0.067932
33,1,11,4,0.067932
33,1,12,4,0.067932
34,1,0,7,0.125
34,1,1,7,0.125
34,1,2,7,0.125
34,1,3,7,0.125
34,1,4,7,0.125
34,1,5,7,0.125
34,1,6,7,0.125
34,1,7,7,0.125
35,1,0,4,0.053564
35,1,1,7,0.071055
35,1,2,7,0.071055
35,1,3,14,0.154042
35,1,4,3,0.044773
35,1,5,7,0.071055
35,1,6,7,0.071055
35,1,7,4,0.053564
35,1,8,7,0.071055
35,1,9,4,0.053564
35,1,10,3,0.044773
35,1,11,4,0.053564
35,1,12,7,0.071055
35,1,13,3,0.044773
35,1,14,7,0.071055
36,1,0,6,0.042522
36,1,1,6,0.042522
36,1,2,6,0.042522
36,1,3,8,0.047994
36,1,4,8,0.047994
36,1,5,6,0.042522
36,1,6,6,0.042522
36,1,7,8,0.047994
36,1,8,3,0.028695
36,1,9,21,0.137428
36,1,10,4,0.034352
36,1,11,3,0.028695
36,1,12,4,0.034352
36,1,13,8,0.047994
36,1,14,6,0.042522
36,1,15,3,0.028695
36,1,16,8,0.047994
36,1,17,8,0.047994
36,1,18,8,0.047994
36,1,19,8,0.047994
36,1,20,4,0.034352
36,1,21,4,0.034352
37,1,0,15,0.105932
37,1,1,10,0.065264
37,1,2,5,0.048286
37,1,3,5,0.048286
37,1,4,10,0.065264
37,1,5,10,0.065264
37,1,6,10,0.065264
37,1,7,5,0.048286
37,1,8,10,0.065264
37,1,9,10,0.065264
37,1,10,10,0.065264
37,1,11,10,0.065264
37,1,12,10,0.065264
37,1,13,10,0.065264
37,1,14,5,0.048286
37,1,15,5,0.048286
38,1,0,6,0.028323
38,1,1,7,0.030073
38,1,2,7,0.030212
38,1,3,7,0.030073
38,1,4,5,0.025977
38,1,5,31,0.13003
38,1,6,6,0.028323
38,1,7,6,0.028323
38,1,8,5,0.025977
38,1,9,6,0.028323
38,1,10,4,0.023014
38,1,11,7,0.030212
38,1,12,4,0.023014
38,1,13,7,0.030212
38,1,14,6,0.028323
38,1,15,5,0.025977
38,1,16,7,0.030212
38,1,17,7,0.030212
38,1,18,5,0.025977
38,1,19,4,0.019675
38,1,20,5,0.025977
38,1,21,6,0.028323
38,1,22,9,0.038446
38,1,23,4,0.023014
38,1,24,9,0.038446
38,1,25,7,0.030073
38,1,26,7,0.030073
38,1,27,7,0.030212
38,1,28,4,0.019675
38,1,29,7,0.030073
38,1,30,7,0.030212
38,1,31,4,0.023014
39,1,0,6,0.142857
39,1,1,6,0.142857
39,1,2,6,0.142857
39,1,3,6,0.142857
39,1,4,6,0.142857
39,1,5,6,0.142857
39,1,6,6,0.142857
40,1,0,3,0.042624
40,1,1,4,0.050802
40,1,2,4,0.050802
40,1,3,4,0.050802
40,1,4,4,0.050802
40,1,5,5,0.057136
40,1,6,4,0.050802
40,1,7,4,0.050802
40,1,8,4,0.050802
40,1,9,3,0.042624
40,1,10,5,0.057136
40,1,11,4,0.050802
40,1,12,3,0.042624
40,1,13,16,0.180033
40,1,14,5,0.057136
40,1,15,5,0.057136
40,1,16,5,0.057136
41,1,0,6,0.08089
41,1,1,6,0.08089
41,1,2,5,0.074085
41,1,3,6,0.08089
41,1,4,5,0.074085
41,1,5,6,0.08089
41,1,6,5,0.074085
41,1,7,11,0.144239
41,1,8,6,0.08089
41,1,9,5,0.074085
41,1,10,6,0.08089
41,1,11,5,0.074085
42,1,0,11,0.083333
42,1,1,11,0.083333
42,1,2,11,0.083333
42,1,3,11,0.083333
42,1,4,11,0.083333
42,1,5,11,0.083333
42,1,6,11,0.083333
42,1,7,11,0.083333
42,1,8,11,0.083333
42,1,9,11,0.083333
42,1,10,11,0.083333
42,1,11,11,0.083333
43,1,0,21,0.045455
43,1,1,21,0.045455
43,1,2,21,0.045455
43,1,3,21,0.045455
43,1,4,21,0.045455
43,1,5,21,0.045455
43,1,6,21,0.045455
43,1,7,21,0.045455
43,1,8,21,0.045455
43,1,9,21,0.045455
43,1,10,21,0.045455
43,1,11,21,0.045455
43,1,12,21,0.045455
43,1,13,21,0.045455
43,1,14,21,0.045455
43,1,15,21,0.045455
43,1,16,21,0.045455
43,1,17,21,0.045455
43,1,18,21,0.045455
43,1,19,21,0.045455
43,1,20,21,0.045455
43,1,21,21,0.045455
44,1,0,8,0.111111
44,1,1,8,0.111111
44,1,2,8,0.111111
44,1,3,8,0.111111
44,1,4,8,0.111111
44,1,5,8,0.111111
44,1,6,8,0.111111
44,1,7,8,0.111111
44,1,8,8,0.111111
45,1,0,6,0.057417
45,1,1,3,0.038879
45,1,2,3,0.038879
45,1,3,6,0.057417
45,1,4,3,0.038879
45,1,5,3,0.038879
45,1,6,3,0.038879
45,1,7,3,0.038879
45,1,8,6,0.057417
45,1,9,3,0.038879
45,1,10,3,0.038879
45,1,11,6,0.057417
45,1,12,3,0.038879
45,1,13,3,0.038879
45,1,14,3,0.038879
45,1,15,6,0.057417
45,1,16,3,0.038879
45,1,17,6,0.057417
45,1,18,18,0.188951
46,1,0,8,0.111111
46,1,1,8,0.111111
46,1,2,8,0.111111
46,1,3,8,0.111111
46,1,4,8,0.111111
46,1,5,8,0.111111
46,1,6,8,0.111111
46,1,7,8,0.111111
46,1,8,8,0.111111
47,1,0,6,0.142857
47,1,1,6,0.142857
47,1,2,6,0.142857
47,1,3,6,0.142857
47,1,4,6,0.142857
47,1,5,6,0.142857
47,1,6,6,0.142857
48,1,0,11,0.045401
48,1,1,8,0.034455
48,1,2,11,0.045401
48,1,3,9,0.037976
48,1,4,11,0.043207
48,1,5,11,0.045401
48,1,6,8,0.034455
48,1,7,21,0.079042
48,1,8,11,0.043207
48,1,9,9,0.037976
48,1,10,9,0.037976
48,1,11,11,0.045401
48,1,12,11,0.043207
48,1,13,11,0.043207
48,1,14,11,0.043207
48,1,15,21,0.079042
48,1,16,11,0.043207
48,1,17,11,0.043207
48,1,18,11,0.045401
48,1,19,11,0.043207
48,1,20,11,0.043207
48,1,21,11,0.043207
49,1,0,6,0.142857
49,1,1,6,0.142857
49,1,2,6,0.142857
49,1,3,6,0.142857
49,1,4,6,0.142857
49,1,5,6,0.142857
49,1,6,6,0.142857
50,1,0,6,0.142857
50,1,1,6,0.142857
50,1,2,6,0.142857
50,1,3,6,0.142857
50,1,4,6,0.142857
50,1,5,6,0.142857
50,1,6,6,0.142857
51,1,0,9,0.053962
51,1,1,8,0.050603
51,1,2,8,0.050603
51,1,3,9,0.053962
51,1,4,16,0.091617
51,1,5,9,0.053962
51,1,6,8,0.050603
51,1,7,8,0.050603
51,1,8,10,0.059131
51,1,9,9,0.053962
51,1,10,11,0.065947
51,1,11,8,0.050603
51,1,12,10,0.059131
51,1,13,9,0.053962
51,1,14,8,0.050603
51,1,15,16,0.091617
51,1,16,10,0.059131
52,1,0,7,0.125
52,1,1,7,0.125
52,1,2,7,0.125
52,1,3,7,0.125
52,1,4,7,0.125
52,1,5,7,0.125
52,1,6,7,0.125
52,1,7,7,0.125
53,1,0,13,0.030802
53,1,1,6,0.02285
53,1,2,6,0.02285
53,1,3,5,0.015353
53,1,4,13,0.030802
53,1,5,13,0.030802
53,1,6,9,0.033365
53,1,7,13,0.030802
53,1,8,15,0.035985
53,1,9,5,0.019511
53,1,10,13,0.030802
53,1,11,5,0.019511
53,1,12,4,0.016495
53,1,13,5,0.020615
53,1,14,7,0.026298
53,1,15,6,0.023934
53,1,16,5,0.019511
53,1,17,4,0.016495
53,1,18,13,0.030802
53,1,19,5,0.019511
53,1,20,13,0.030802
53,1,21,5,0.020615
53,1,22,13,0.030802
53,1,23,6,0.02285
53,1,24,5,0.015353
53,1,25,6,0.02285
53,1,26,9,0.033365
53,1,27,15,0.035985
53,1,28,7,0.026291
53,1,29,6,0.02285
53,1,30,5,0.020615
53,1,31,35,0.102321
53,1,32,13,0.030802
53,1,33,13,0.030802
53,1,34,15,0.035985
53,1,35,5,0.020615
54,1,0,8,0.06067
54,1,1,7,0.057794
54,1,2,7,0.057794
54,1,3,8,0.06067
54,1,4,7,0.057794
54,1,5,7,0.057794
54,1,6,8,0.06067
54,1,7,8,0.06067
54,1,8,15,0.110079
54,1,9,7,0.057794
54,1,10,8,0.06067
54,1,11,8,0.06067
54,1,12,7,0.057794
54,1,13,8,0.06067
54,1,14,8,0.06067
54,1,15,7,0.057794
55,1,0,8,0.041254
55,1,1,7,0.036357
55,1,2,5,0.030074
55,1,3,8,0.041254
55,1,4,5,0.030074
55,1,5,8,0.044496
55,1,6,7,0.036357
55,1,7,7,0.036357
55,1,8,5,0.029129
55,1,9,8,0.044496
55,1,10,5,0.029694
55,1,11,5,0.030074
55,1,12,5,0.029694
55,1,13,8,0.041254
55,1,14,5,0.029694
55,1,15,4,0.026159
55,1,16,4,0.024183
55,1,17,5,0.029129
55,1,18,7,0.039975
55,1,19,4,0.024183
55,1,20,12,0.064592
55,1,21,25,0.127875
55,1,22,5,0.030074
55,1,23,4,0.026159
55,1,24,4,0.026159
55,1,25,10,0.051254
56,1,0,6,0.092653
56,1,1,3,0.056086
56,1,2,6,0.092653
56,1,3,6,0.092653
56,1,4,10,0.156195
56,1,5,3,0.056086
56,1,6,6,0.092653
56,1,7,3,0.056086
56,1,8,6,0.092653
56,1,9,10,0.156195
56,1,10,3,0.056086
57,1,0,4,0.087197
57,1,1,3,0.073174
57,1,2,3,0.073174
57,1,3,10,0.212167
57,1,4,4,0.087197
57,1,5,3,0.073174
57,1,6,4,0.087197
57,1,7,3,0.073174
57,1,8,3,0.073174
57,1,9,4,0.087197
57,1,10,3,0.073174
58,1,0,6,0.142857
58,1,1,6,0.142857
58,1,2,6,0.142857
58,1,3,6,0.142857
58,1,4,6,0.142857
58,1,5,6,0.142857
58,1,6,6,0.142857
59,1,0,7,0.125
59,1,1,7,0.125
59,1,2,7,0.125
59,1,3,7,0.125
59,1,4,7,0.125
59,1,5,7,0.125
59,1,6,7,0.125
59,1,7,7,0.125
60,1,0,4,0.018228
60,1,1,5,0.020661
60,1,2,5,0.020661
60,1,3,13,0.030077
60,1,4,13,0.030077
60,1,5,7,0.024285
60,1,6,7,0.024285
60,1,7,4,0.018228
60,1,8,4,0.018228
60,1,9,37,0.11384
60,1,10,13,0.030077
60,1,11,3,0.015213
60,1,12,13,0.030077
60,1,13,5,0.020661
60,1,14,7,0.024285
60,1,15,5,0.020661
60,1,16,13,0.030077
60,1,17,5,0.020661
60,1,18,5,0.020661
60,1,19,7,0.024285
60,1,20,3,0.015213
60,1,21,4,0.018228
60,1,22,7,0.024285
60,1,23,13,0.030077
60,1,24,7,0.024285
60,1,25,13,0.030077
60,1,26,13,0.030077
60,1,27,5,0.020661
60,1,28,7,0.024285
60,1,29,13,0.030077
60,1,30,13,0.030077
60,1,31,3,0.015213
60,1,32,13,0.030077
60,1,33,5,0.020661
60,1,34,5,0.020661
60,1,35,5,0.020661
60,1,36,13,0.030077
60,1,37,13,0.030077
61,1,0,9,0.058351
61,1,1,9,0.058351
61,1,2,7,0.053045
61,1,3,9,0.058351
61,1,4,7,0.053045
61,1,5,9,0.058351
61,1,6,9,0.058351
61,1,7,9,0.058351
61,1,8,16,0.103527
61,1,9,9,0.058351
61,1,10,9,0.058351
61,1,11,9,0.058351
61,1,12,7,0.053045
61,1,13,7,0.053045
61,1,14,7,0.053045
61,1,15,7,0.053045
61,1,16,7,0.053045
62,1,0,6,0.066774
62,1,1,3,0.04534
62,1,2,6,0.066774
62,1,3,6,0.066774
62,1,4,5,0.061194
62,1,5,5,0.061194
62,1,6,6,0.066774
62,1,7,3,0.04534
62,1,8,3,0.04534
62,1,9,5,0.061194
62,1,10,6,0.066774
62,1,11,5,0.061194
62,1,12,5,0.061194
62,1,13,14,0.157368
62,1,14,6,0.066774
63,1,0,11,0.083333
63,1,1,11,0.083333
63,1,2,11,0.083333
63,1,3,11,0.083333
63,1,4,11,0.083333
63,1,5,11,0.083333
63,1,6,11,0.083333
63,1,7,11,0.083333
63,1,8,11,0.083333
63,1,9,11,0.083333
63,1,10,11,0.083333
63,1,11,11,0.083333
64,1,0,3,0.070391
64,1,1,3,0.070391
64,1,2,6,0.104227
64,1,3,3,0.070391
64,1,4,6,0.104227
64,1,5,6,0.104227
64,1,6,9,0.163462
64,1,7,6,0.104227
64,1,8,6,0.104227
64,1,9,6,0.104227
65,1,0,8,0.034718
65,1,1,8,0.034718
65,1,2,10,0.048821
65,1,3,8,0.034718
65,1,4,8,0.034718
65,1,5,8,0.034718
65,1,6,5,0.028357
65,1,7,6,0.030364
65,1,8,8,0.034718
65,1,9,5,0.028357
65,1,10,5,0.028357
65,1,11,5,0.026884
65,1,12,5,0.02758
65,1,13,5,0.028357
65,1,14,6,0.030364
65,1,15,8,0.034718
65,1,16,6,0.030364
65,1,17,5,0.028357
65,1,18,28,0.126014
65,1,19,5,0.026884
65,1,20,6,0.030364
65,1,21,5,0.02758
65,1,22,6,0.030364
65,1,23,5,0.02758
65,1,24,9,0.039176
65,1,25,6,0.031497
65,1,26,5,0.026884
65,1,27,5,0.026884
65,1,28,5,0.02758
66,1,0,7,0.125
66,1,1,7,0.125
66,1,2,7,0.125
66,1,3,7,0.125
66,1,4,7,0.125
66,1,5,7,0.125
66,1,6,7,0.125
66,1,7,7,0.125
67,1,0,5,0.068417
67,1,1,14,0.175624
67,1,2,5,0.064273
67,1,3,5,0.064273
67,1,4,5,0.064273
67,1,5,3,0.045482
67,1,6,5,0.064273
67,1,7,6,0.084005
67,1,8,4,0.056221
67,1,9,5,0.064273
67,1,10,4,0.056221
67,1,11,3,0.045482
67,1,12,4,0.056221
67,1,13,3,0.045482
67,1,14,3,0.045482
68,1,0,14,0.036388
68,1,1,12,0.035337
68,1,2,12,0.035337
68,1,3,12,0.035337
68,1,4,12,0.035337
68,1,5,14,0.036388
68,1,6,12,0.035337
68,1,7,14,0.036388
68,1,8,14,0.036388
68,1,9,12,0.035337
68,1,10,14,0.036388
68,1,11,14,0.036388
68,1,12,12,0.035337
68,1,13,14,0.036388
68,1,14,14,0.036388
68,1,15,12,0.035337
68,1,16,14,0.036388
68,1,17,14,0.036388
68,1,18,14,0.036388
68,1,19,12,0.035337
68,1,20,26,0.066531
68,1,21,14,0.036388
68,1,22,12,0.035337
68,1,23,14,0.036388
68,1,24,14,0.036388
68,1,25,12,0.035337
68,1,26,12,0.035337
69,1,0,4,0.027234
69,1,1,7,0.035676
69,1,2,4,0.027234
69,1,3,7,0.038745
69,1,4,4,0.026553
69,1,5,5,0.028776
69,1,6,5,0.028776
69,1,7,7,0.038745
69,1,8,4,0.026553
69,1,9,7,0.035676
69,1,10,5,0.030442
69,1,11,5,0.031882
69,1,12,5,0.028776
69,1,13,5,0.028776
69,1,14,5,0.030442
69,1,15,7,0.035676
69,1,16,4,0.027234
69,1,17,7,0.035676
69,1,18,4,0.027234
69,1,19,6,0.035959
69,1,20,7,0.035676
69,1,21,7,0.035676
69,1,22,27,0.140728
69,1,23,4,0.026553
69,1,24,7,0.035676
69,1,25,7,0.038745
69,1,26,5,0.030442
69,1,27,5,0.030442
70,1,0,6,0.08089
70,1,1,11,0.144239
70,1,2,5,0.074085
70,1,3,5,0.074085
70,1,4,5,0.074085
70,1,5,6,0.08089
70,1,6,5,0.074085
70,1,7,6,0.08089
70,1,8,6,0.08089
70,1,9,6,0.08089
70,1,10,5,0.074085
70,1,11,6,0.08089
71,1,0,7,0.125
71,1,1,7,0.125
71,1,2,7,0.125
71,1,3,7,0.125
71,1,4,7,0.125
71,1,5,7,0.125
71,1,6,7,0.125
71,1,7,7,0.125
72,1,0,9,0.046705
72,1,1,10,0.0483
72,1,2,9,0.046705
72,1,3,19,0.088137
72,1,4,10,0.0483
72,1,5,10,0.0483
72,1,6,10,0.0483
72,1,7,9,0.046705
72,1,8,10,0.0483
72,1,9,10,0.0483
72,1,10,9,0.046705
72,1,11,10,0.050858
72,1,12,11,0.052665
72,1,13,9,0.046705
72,1,14,10,0.0483
72,1,15,9,0.046705
72,1,16,10,0.0483
72,1,17,9,0.046705
72,1,18,9,0.046705
72,1,19,10,0.0483
73,1,0,9,0.1
73,1,1,9,0.1
73,1,2,9,0.1
73,1,3,9,0.1
73,1,4,9,0.1
73,1,5,9,0.1
73,1,6,9,0.1
73,1,7,9,0.1
73,1,8,9,0.1
73,1,9,9,0.1
74,1,0,11,0.083333
74,1,1,11,0.083333
74,1,2,11,0.083333
74,1,3,11,0.083333
74,1,4,11,0.083333
