graph_id,graph_label,node_id,degree,pagerank,node_label,node_attr_0,node_attr_1,node_attr_2,node_attr_3
3,1,0,1,0.056074,1,2.0,-1.0,3.7321,2.0
3,1,1,3,0.14482,2,4.0,1.0,3.7321,1.0
3,1,2,3,0.145203,0,1.0,0.0,2.866,0.5
3,1,3,3,0.145203,0,1.0,0.0,4.5981,0.5
3,1,4,1,0.056099,0,1.0,0.0,2.0,1.0
3,1,5,2,0.097321,0,1.0,0.0,2.866,-0.5
3,1,6,1,0.056099,0,1.0,0.0,5.4641,1.0
3,1,7,2,0.097321,0,1.0,0.0,4.5981,-0.5
3,1,8,3,0.145637,0,1.0,0.0,3.732,-1.0
3,1,9,1,0.056222,2,4.0,0.0,3.732,-2.0
4,0,0,3,0.086078,0,1.0,0.0,2.866,-0.6739
4,0,1,2,0.058823,2,4.0,0.0,2.866,-1.6739
4,0,2,3,0.088884,0,1.0,0.0,3.732,-2.1739
4,0,3,2,0.058816,0,1.0,0.0,4.5981,-1.6739
4,0,4,2,0.057365,0,1.0,0.0,4.5981,-0.6739
4,0,5,3,0.080759,2,4.0,0.0,3.7321,-0.1739
4,0,6,1,0.033705,1,2.0,0.0,2.0,-0.1739
4,0,7,1,0.034493,2,4.0,0.0,3.732,-3.1739
4,0,8,3,0.080325,0,1.0,0.0,3.7321,0.8261
4,0,9,2,0.056319,1,2.0,0.0,4.5411,1.4139
4,0,10,3,0.085453,0,1.0,0.0,4.2321,2.3649
4,0,11,3,0.086451,0,1.0,0.0,3.2321,2.3649
4,0,12,2,0.056587,0,1.0,0.0,2.923,1.4139
4,0,13,1,0.033857,4,22.0,0.0,2.6443,3.1739
4,0,14,2,0.065062,0,1.0,0.0,4.8198,3.1739
4,0,15,1,0.037023,1,2.0,0.0,5.8144,3.0694
5,1,0,2,0.102221,0,1.0,0.0,2.0,0.933
5,1,1,3,0.148613,0,1.0,0.0,2.866,0.433
5,1,2,3,0.159247,0,1.0,0.0,3.866,0.433
5,1,3,1,0.061747,3,7.0,0.0,4.366,1.299
5,1,4,3,0.16897,0,1.0,0.0,4.366,-0.433
5,1,5,1,0.0646,1,2.0,0.0,3.866,-1.299
5,1,6,2,0.123348,1,2.0,0.0,5.366,-0.433
5,1,7,1,0.069033,0,1.0,0.0,5.866,-1.299
5,1,8,2,0.102221,0,1.0,0.0,2.0,-0.067
6,1,0,1,0.048702,1,2.0,0.0,5.8581,1.38
6,1,1,3,0.123814,0,1.0,0.0,5.5491,0.429
6,1,2,3,0.117011,0,1.0,0.0,4.5981,0.12
6,1,3,2,0.083725,1,2.0,0.0,6.1369,-0.38
6,1,4,3,0.117093,0,1.0,0.0,4.5981,-0.88
6,1,5,2,0.08287,0,1.0,0.0,3.7321,0.62
6,1,6,2,0.082352,0,1.0,0.0,5.5491,-1.1891
6,1,7,2,0.082811,0,1.0,0.0,3.7321,-1.38
6,1,8,3,0.127012,2,4.0,1.0,2.866,0.12
6,1,9,2,0.084927,0,1.0,0.0,2.866,-0.88
6,1,10,1,0.049682,1,2.0,-1.0,2.0,0.62
7,1,0,2,0.09091,0,1.0,0.0,3.7796,-1.9822
7,1,1,3,0.129736,0,1.0,0.0,5.3147,-0.7391
7,1,2,2,0.089978,0,1.0,0.0,7.1467,-1.4979
7,1,3,2,0.089978,0,1.0,0.0,7.4055,-0.532
7,1,4,3,0.129736,0,1.0,0.0,5.5735,0.2268
7,1,5,3,0.133297,5,5.0,0.0,4.8369,1.2095
7,1,6,1,0.052804,1,2.0,0.0,4.3369,2.0755
7,1,7,2,0.09091,0,1.0,0.0,2.9706,-0.581
7,1,8,3,0.138468,0,1.0,0.0,2.866,-1.5755
7,1,9,1,0.054183,1,2.0,0.0,2.0,-2.0755
8,0,0,2,0.057718,6,16.0,0.0,5.4641,0.25
8,0,1,2,0.05742,0,1.0,0.0,4.5981,0.75
8,0,2,3,0.085248,0,1.0,0.0,3.7321,0.25
8,0,3,2,0.061047,1,2.0,0.0,2.866,0.75
8,0,4,2,0.066253,0,1.0,0.0,2.866,1.75
8,0,5,1,0.036937,0,1.0,0.0,2.0,2.25
8,0,6,2,0.061047,1,2.0,0.0,3.7321,-0.75
8,0,7,2,0.066253,0,1.0,0.0,2.866,-1.25
8,0,8,1,0.036937,0,1.0,0.0,2.866,-2.25
8,0,9,2,0.05742,0,1.0,0.0,6.3301,0.75
8,0,10,3,0.085248,0,1.0,0.0,7.1962,0.25
8,0,11,2,0.061047,1,2.0,0.0,8.0622,0.75
8,0,12,2,0.066253,0,1.0,0.0,8.9282,0.25
8,0,13,1,0.036937,0,1.0,0.0,9.7942,0.75
8,0,14,2,0.061047,1,2.0,0.0,7.1962,-0.75
8,0,15,2,0.066253,0,1.0,0.0,8.0622,-1.25
8,0,16,1,0.036937,0,1.0,0.0,8.0622,-2.25
9,1,0,3,0.18219,2,4.0,0.0,6.3301,0.25
9,1,1,3,0.174694,0,1.0,0.0,5.4641,-0.25
9,1,2,1,0.066116,1,2.0,0.0,5.4641,-1.25
9,1,3,2,0.121729,0,1.0,0.0,3.7321,-0.25
9,1,4,2,0.129182,0,1.0,0.0,2.866,0.25
9,1,5,1,0.071615,3,7.0,0.0,2.0,-0.25
9,1,6,2,0.117804,2,4.0,0.0,4.5981,0.25
9,1,7,1,0.068335,2,4.0,0.0,7.1962,-0.25
9,1,8,1,0.068335,0,1.0,0.0,6.3301,1.25
10,0,0,3,0.016311,0,1.0,0.0,20.0632,-6.1126
10,0,1,3,0.01695,0,1.0,0.0,19.1971,-6.6126
10,0,2,2,0.011794,0,1.0,0.0,18.3311,-6.1126
10,0,3,2,0.011549,0,1.0,0.0,18.3311,-5.1126
10,0,4,3,0.016461,0,1.0,0.0,19.197201,-4.6126
10,0,5,3,0.016108,0,1.0,0.0,20.0632,-5.1126
10,0,6,2,0.011522,0,1.0,0.0,20.929199,-6.6126
10,0,7,3,0.017365,0,1.0,0.0,21.7952,-6.1126
10,0,8,2,0.011845,0,1.0,0.0,21.7952,-5.1126
10,0,9,2,0.011566,0,1.0,0.0,20.929199,-4.6126
10,0,10,2,0.01156,2,4.0,0.0,19.197201,-3.6126
10,0,11,3,0.017632,0,1.0,0.0,18.3311,-3.1126
10,0,12,1,0.006934,1,2.0,0.0,17.465099,-3.6126
10,0,13,3,0.016821,0,1.0,0.0,18.3311,-2.1126
10,0,14,2,0.011525,0,1.0,0.0,17.5221,-1.5248
10,0,15,3,0.016886,0,1.0,0.0,17.8311,-0.5738
10,0,16,2,0.01173,0,1.0,0.0,18.8311,-0.5738
10,0,17,3,0.017711,2,4.0,0.0,19.1402,-1.5248
10,0,18,1,0.006962,0,1.0,0.0,20.0912,-1.8339
10,0,19,2,0.01174,2,4.0,0.0,17.243401,0.2352
10,0,20,3,0.017741,0,1.0,0.0,17.650101,1.1488
10,0,21,1,0.006971,1,2.0,0.0,18.6446,1.2533
10,0,22,3,0.016897,0,1.0,0.0,17.0623,1.9578
10,0,23,3,0.017766,2,4.0,0.0,16.0623,1.9578
10,0,24,2,0.011769,0,1.0,0.0,15.7533,2.9089
10,0,25,3,0.017007,0,1.0,0.0,16.5623,3.4966
10,0,26,2,0.011569,0,1.0,0.0,17.3713,2.9089
10,0,27,2,0.011881,2,4.0,0.0,16.5623,4.4966
10,0,28,1,0.007087,1,2.0,0.0,14.8303,4.4966
10,0,29,4,0.02602,7,6.0,0.0,19.1971,-7.6126
10,0,30,1,0.007402,1,2.0,0.0,19.1971,-8.6126
10,0,31,1,0.007402,1,2.0,0.0,20.1971,-7.6126
10,0,32,1,0.007402,1,2.0,0.0,18.1971,-7.6126
10,0,33,4,0.026203,7,6.0,0.0,22.6612,-6.6126
10,0,34,1,0.007463,1,2.0,0.0,23.5273,-7.1126
10,0,35,1,0.007463,1,2.0,0.0,22.1612,-7.4787
10,0,36,1,0.007463,1,2.0,0.0,23.1612,-5.7466
10,0,37,1,0.006975,0,1.0,0.0,15.4745,1.1488
10,0,38,3,0.016311,0,1.0,0.0,5.0611,5.3856
10,0,39,3,0.01695,0,1.0,0.0,5.269,4.4074
10,0,40,2,0.011794,0,1.0,0.0,6.22,4.0984
10,0,41,2,0.011549,0,1.0,0.0,6.9632,4.7675
10,0,42,3,0.016461,0,1.0,0.0,6.7553,5.7457
10,0,43,3,0.016108,0,1.0,0.0,5.8042,6.0547
10,0,44,2,0.011522,0,1.0,0.0,4.11,5.6946
10,0,45,3,0.017365,0,1.0,0.0,3.9021,6.6727
10,0,46,2,0.011845,0,1.0,0.0,4.6453,7.3419
10,0,47,2,0.011566,0,1.0,0.0,5.5963,7.0328
10,0,48,2,0.01156,2,4.0,0.0,7.4984,6.4148
10,0,49,3,0.017632,0,1.0,0.0,8.4495,6.1058
10,0,50,1,0.006934,1,2.0,0.0,8.6574,5.1276
10,0,51,3,0.016821,0,1.0,0.0,9.1926,6.7749
10,0,52,2,0.011525,0,1.0,0.0,10.1708,6.567
10,0,53,3,0.016886,0,1.0,0.0,10.6708,7.433
10,0,54,2,0.01173,0,1.0,0.0,10.0016,8.1762
10,0,55,3,0.017711,2,4.0,0.0,9.0881,7.7694
10,0,56,1,0.006962,0,1.0,0.0,8.2221,8.2694
10,0,57,2,0.01174,2,4.0,0.0,11.6653,7.5376
10,0,58,3,0.017741,0,1.0,0.0,12.2531,6.7285
10,0,59,1,0.006971,1,2.0,0.0,11.8463,5.815
10,0,60,3,0.016897,0,1.0,0.0,13.2476,6.8331
10,0,61,3,0.017766,2,4.0,0.0,13.7476,7.6991
10,0,62,2,0.011769,0,1.0,0.0,14.7258,7.4912
10,0,63,3,0.017007,0,1.0,0.0,14.8303,6.4966
10,0,64,2,0.011569,0,1.0,0.0,13.9167,6.0899
10,0,65,2,0.011881,2,4.0,0.0,15.6963,5.9966
10,0,66,4,0.02602,7,6.0,0.0,4.5258,3.7383
10,0,67,1,0.007402,1,2.0,0.0,3.7827,3.0692
10,0,68,1,0.007402,1,2.0,0.0,3.8567,4.4814
10,0,69,1,0.007402,1,2.0,0.0,5.195,2.9951
10,0,70,4,0.026203,7,6.0,0.0,2.9511,6.9818
10,0,71,1,0.007463,1,2.0,0.0,2.0,7.2908
10,0,72,1,0.007463,1,2.0,0.0,2.642,6.0307
10,0,73,1,0.007463,1,2.0,0.0,3.2601,7.9328
10,0,74,1,0.006975,0,1.0,0.0,13.3409,8.6126
10,0,75,3,0.018213,0,1.0,0.0,15.6963,4.9966
10,0,76,0,0.00197,8,29.0,0.0,25.5273,0.0
11,1,0,2,0.088481,2,4.0,0.0,2.866,0.5
11,1,1,3,0.139427,0,1.0,0.0,3.7321,1.0
11,1,2,3,0.124454,0,1.0,0.0,2.866,-0.5
11,1,3,2,0.101413,0,1.0,0.0,3.7321,2.0
11,1,4,1,0.05318,2,4.0,0.0,4.5981,0.5
11,1,5,2,0.08627,0,1.0,0.0,2.0,-1.0
11,1,6,2,0.08627,0,1.0,0.0,3.7321,-1.0
11,1,7,1,0.056697,5,5.0,0.0,4.5981,2.5
11,1,8,2,0.087753,0,1.0,0.0,2.0,-2.0
11,1,9,2,0.087753,0,1.0,0.0,3.7321,-2.0
11,1,10,2,0.088303,0,1.0,0.0,2.866,-2.5
12,1,0,2,0.090674,5,5.0,0.0,4.4899,1.809
12,1,1,2,0.09066,0,1.0,0.0,5.0777,1.0
12,1,2,2,0.090376,0,1.0,0.0,5.0777,0.0
12,1,3,2,0.090086,0,1.0,0.0,4.4899,-0.809
12,1,4,3,0.133985,0,1.0,0.0,3.5388,-1.118
12,1,5,2,0.090086,0,1.0,0.0,2.5878,-0.809
12,1,6,2,0.090376,0,1.0,0.0,2.0,0.0
12,1,7,2,0.09066,0,1.0,0.0,2.0,1.0
12,1,8,2,0.090674,0,1.0,0.0,2.5878,1.809
12,1,9,2,0.090786,0,1.0,0.0,3.5388,2.118
12,1,10,1,0.051638,1,2.0,0.0,3.5389,-2.118
13,1,0,3,0.193664,0,1.0,0.0,2.866,1.0194
13,1,1,1,0.073681,1,2.0,0.0,3.7321,1.5194
13,1,2,1,0.073681,1,2.0,0.0,2.0,1.5194
13,1,3,3,0.175846,0,1.0,0.0,2.866,0.0194
13,1,4,2,0.120133,0,1.0,0.0,2.057,-0.5684
13,1,5,2,0.120133,5,5.0,0.0,3.675,-0.5684
13,1,6,2,0.121432,0,1.0,0.0,2.366,-1.5194
13,1,7,2,0.121432,5,5.0,0.0,3.366,-1.5194
14,0,0,2,0.046371,0,1.0,0.0,6.4346,-3.6433
14,0,1,3,0.066393,0,1.0,0.0,6.3301,-2.6488
14,0,2,3,0.069425,0,1.0,0.0,7.2437,-2.242
14,0,3,2,0.047339,1,2.0,0.0,7.9128,-2.9852
14,0,4,2,0.047325,0,1.0,0.0,7.4128,-3.8512
14,0,5,3,0.068356,0,1.0,0.0,5.4641,-2.1488
14,0,6,1,0.026931,5,5.0,0.0,4.5981,-2.6488
14,0,7,2,0.045481,2,4.0,0.0,5.4641,-1.1488
14,0,8,3,0.066998,0,1.0,0.0,3.7321,0.8512
14,0,9,3,0.069355,0,1.0,0.0,2.866,0.3512
14,0,10,2,0.046645,0,1.0,0.0,2.866,-0.6488
14,0,11,2,0.045873,0,1.0,0.0,3.732,-1.1488
14,0,12,3,0.065388,0,1.0,0.0,4.5981,-0.6488
14,0,13,2,0.045007,0,1.0,0.0,4.5981,0.3512
14,0,14,1,0.027163,3,7.0,0.0,2.0,0.8512
14,0,15,2,0.048585,0,1.0,0.0,3.7321,1.8512
14,0,16,2,0.052254,2,4.0,0.0,4.5981,2.3512
14,0,17,2,0.056339,1,2.0,0.0,4.5981,3.3512
14,0,18,1,0.031548,0,1.0,0.0,5.4641,3.8512
14,0,19,1,0.027225,0,1.0,0.0,7.4516,-1.2639
15,1,0,0,0.014778,9,21.0,1.0,2.0,0.0
15,1,1,5,0.279424,10,11.0,3.0,4.866,0.0
15,1,2,1,0.062342,2,4.0,0.0,4.0,-0.5
15,1,3,1,0.062342,2,4.0,0.0,5.7321,-0.5
15,1,4,1,0.062342,2,4.0,0.0,4.866,1.0
15,1,5,1,0.062342,2,4.0,0.0,4.866,-1.0
15,1,6,1,0.062342,2,4.0,0.0,4.0,0.5
15,1,7,1,0.068372,1,2.0,1.0,5.7321,0.5
15,1,8,3,0.188973,0,1.0,0.0,6.5981,0.0
15,1,9,1,0.068372,1,2.0,0.0,7.4641,0.5
15,1,10,1,0.068372,2,4.0,0.0,6.5981,-1.0
16,1,0,3,0.115227,0,1.0,0.0,4.3479,-0.817
16,1,1,4,0.160268,0,1.0,0.0,5.2139,-0.317
16,1,2,4,0.154618,0,1.0,0.0,4.3479,0.183
16,1,3,2,0.081919,0,1.0,0.0,3.3968,0.492
16,1,4,4,0.166323,7,6.0,0.0,2.809,-0.317
16,1,5,2,0.081708,0,1.0,0.0,3.3968,-1.126
16,1,6,1,0.049043,1,2.0,0.0,2.0,-0.9048
16,1,7,1,0.049043,1,2.0,0.0,2.0,0.2708
16,1,8,1,0.047669,3,7.0,0.0,5.7139,-1.183
16,1,9,1,0.046513,0,1.0,0.0,4.3479,1.183
16,1,10,1,0.047669,3,7.0,0.0,5.7139,0.549
17,1,0,2,0.107485,2,4.0,0.0,5.0032,-1.2694
17,1,1,3,0.160199,0,1.0,0.0,5.3122,-0.3184
17,1,2,3,0.159205,2,4.0,0.0,4.5032,0.2694
17,1,3,3,0.157313,0,1.0,0.0,3.6942,-0.3184
17,1,4,2,0.10701,2,4.0,0.0,4.0032,-1.2694
17,1,5,1,0.06174,2,4.0,0.0,4.5032,1.2694
17,1,6,2,0.118181,2,4.0,0.0,2.7431,-0.0093
17,1,7,1,0.06681,2,4.0,0.0,2.0,-0.6785
17,1,8,1,0.062056,5,5.0,0.0,6.2633,-0.0094
18,0,0,3,0.019385,0,1.0,0.0,16.7225,3.433
18,0,1,3,0.020325,0,1.0,0.0,15.8564,2.933
18,0,2,3,0.019758,0,1.0,0.0,14.9904,3.433
18,0,3,2,0.013682,0,1.0,0.0,14.9904,4.433
18,0,4,3,0.020091,0,1.0,0.0,15.8564,4.933
18,0,5,3,0.01948,0,1.0,0.0,16.7225,4.433
18,0,6,3,0.020351,0,1.0,0.0,17.588499,2.933
18,0,7,2,0.014205,0,1.0,0.0,18.4545,3.433
18,0,8,2,0.014276,0,1.0,0.0,18.4545,4.433
18,0,9,2,0.013917,0,1.0,0.0,17.588499,4.933
18,0,10,4,0.030842,5,5.0,0.0,17.588499,1.933
18,0,11,1,0.00884,1,2.0,0.0,17.588499,0.933
18,0,12,1,0.00884,1,2.0,0.0,16.588499,1.933
18,0,13,2,0.013847,2,4.0,0.0,14.1244,2.933
18,0,14,2,0.013904,2,4.0,0.0,13.2584,3.433
18,0,15,2,0.013941,0,1.0,0.0,12.3923,1.933
18,0,16,3,0.019964,0,1.0,0.0,12.3923,2.933
18,0,17,2,0.013857,0,1.0,0.0,11.5263,1.433
18,0,18,3,0.019956,0,1.0,0.0,10.6603,1.933
18,0,19,3,0.020284,0,1.0,0.0,10.6603,2.933
18,0,20,2,0.013817,0,1.0,0.0,11.5263,3.433
18,0,21,1,0.00884,1,2.0,0.0,18.588499,1.933
18,0,22,1,0.008089,2,4.0,0.0,15.8564,1.933
18,0,23,4,0.030728,5,5.0,0.0,15.8564,5.933
18,0,24,1,0.008801,1,2.0,0.0,15.8564,6.933
18,0,25,1,0.008801,1,2.0,0.0,16.8564,5.933
18,0,26,1,0.008801,1,2.0,0.0,14.8564,5.933
18,0,27,4,0.030866,5,5.0,0.0,9.7942,3.433
18,0,28,1,0.008827,1,2.0,0.0,8.9282,3.933
18,0,29,1,0.008827,1,2.0,0.0,9.2942,2.567
18,0,30,1,0.008827,1,2.0,0.0,10.2943,4.299
18,0,31,3,0.019385,0,1.0,0.0,4.5981,-4.567
18,0,32,3,0.020325,0,1.0,0.0,5.4641,-4.067
18,0,33,3,0.019758,0,1.0,0.0,5.4641,-3.067
18,0,34,2,0.013682,0,1.0,0.0,4.5981,-2.567
18,0,35,3,0.020091,0,1.0,0.0,3.732,-3.067
18,0,36,3,0.01948,0,1.0,0.0,3.732,-4.067
18,0,37,3,0.020351,0,1.0,0.0,4.5981,-5.567
18,0,38,2,0.014205,0,1.0,0.0,3.732,-6.067
18,0,39,2,0.014276,0,1.0,0.0,2.866,-5.567
18,0,40,2,0.013917,0,1.0,0.0,2.866,-4.567
18,0,41,4,0.030842,5,5.0,0.0,5.4641,-6.067
18,0,42,1,0.00884,1,2.0,0.0,6.3301,-6.567
18,0,43,1,0.00884,1,2.0,0.0,5.9641,-5.2009
18,0,44,2,0.013847,2,4.0,0.0,6.3301,-2.567
18,0,45,2,0.013904,2,4.0,0.0,6.3301,-1.567
18,0,46,2,0.013941,0,1.0,0.0,8.0622,-1.567
18,0,47,3,0.019964,0,1.0,0.0,7.1962,-1.067
18,0,48,2,0.013857,0,1.0,0.0,8.9282,-1.067
18,0,49,3,0.019956,0,1.0,0.0,8.9282,-0.067
18,0,50,3,0.020284,0,1.0,0.0,8.0622,0.433
18,0,51,2,0.013817,0,1.0,0.0,7.1962,-0.067
18,0,52,1,0.00884,1,2.0,0.0,4.9641,-6.933
18,0,53,1,0.008089,2,4.0,0.0,6.3301,-4.567
18,0,54,4,0.030728,5,5.0,0.0,2.866,-2.567
18,0,55,1,0.008801,1,2.0,0.0,2.0,-2.067
18,0,56,1,0.008801,1,2.0,0.0,2.366,-3.433
18,0,57,1,0.008801,1,2.0,0.0,3.366,-1.7009
18,0,58,4,0.030866,5,5.0,0.0,8.0622,1.433
18,0,59,1,0.008827,1,2.0,0.0,7.0622,1.433
18,0,60,1,0.008827,1,2.0,0.0,9.0622,1.433
18,0,61,1,0.008827,1,2.0,0.0,8.0622,2.433
18,0,62,2,0.013864,0,1.0,0.0,9.7942,1.433
18,0,63,2,0.013864,0,1.0,0.0,9.7942,0.433
18,0,64,0,0.002338,8,29.0,0.0,20.588499,0.0
19,1,0,4,0.168386,0,1.0,0.0,3.7321,-0.25
19,1,1,4,0.168386,0,1.0,0.0,4.5981,0.25
19,1,2,3,0.13403,0,1.0,0.0,2.866,-0.75
19,1,3,1,0.048255,1,2.0,0.0,4.2321,-1.116
19,1,4,1,0.048255,1,2.0,0.0,3.2321,0.616
19,1,5,3,0.13403,0,1.0,0.0,5.4641,0.75
19,1,6,1,0.048255,1,2.0,0.0,4.0981,1.116
19,1,7,1,0.048255,1,2.0,0.0,5.0981,-0.616
19,1,8,1,0.050537,1,2.0,0.0,2.0,-0.25
19,1,9,1,0.050537,1,2.0,0.0,2.866,-1.75
19,1,10,1,0.050537,1,2.0,0.0,6.3301,0.25
19,1,11,1,0.050537,1,2.0,0.0,5.4641,1.75
20,1,0,1,0.049045,1,2.0,0.0,4.5981,-1.5
20,1,1,3,0.124845,0,1.0,0.0,4.5981,-0.5
20,1,2,3,0.117809,0,1.0,0.0,3.7321,0.0
20,1,3,2,0.085289,0,1.0,0.0,5.4641,0.0
20,1,4,3,0.117676,0,1.0,0.0,3.7321,1.0
20,1,5,2,0.083181,0,1.0,0.0,2.866,-0.5
20,1,6,2,0.085198,2,4.0,0.0,5.4641,1.0
20,1,7,2,0.083258,2,4.0,0.0,4.5981,1.5
20,1,8,2,0.083252,0,1.0,0.0,2.866,1.5
20,1,9,2,0.085263,0,1.0,0.0,2.0,0.0
20,1,10,2,0.085184,0,1.0,0.0,2.0,1.0
21,1,0,2,0.081425,2,4.0,0.0,2.8666,0.0576
21,1,1,3,0.115468,0,1.0,0.0,3.6756,0.6454
21,1,2,2,0.081885,1,2.0,0.0,4.4846,0.0576
21,1,3,3,0.125216,0,1.0,0.0,4.1756,-0.8934
21,1,4,3,0.124003,0,1.0,0.0,3.1756,-0.8934
21,1,5,1,0.049171,2,4.0,0.0,4.7634,-1.7024
21,1,6,2,0.094379,0,1.0,0.0,2.5878,-1.7024
21,1,7,1,0.05383,2,4.0,0.0,2.0,-2.5114
21,1,8,3,0.11443,0,1.0,0.0,3.6756,1.6454
21,1,9,2,0.080097,0,1.0,0.0,3.1756,2.5114
21,1,10,2,0.080097,0,1.0,0.0,4.1756,2.5114
22,1,0,2,0.112831,0,1.0,0.0,3.7601,0.7694
22,1,1,2,0.123473,0,1.0,0.0,4.6261,1.2694
22,1,2,3,0.154604,2,4.0,0.0,3.7601,-0.2306
22,1,3,1,0.069067,0,1.0,0.0,5.4921,1.7694
22,1,4,3,0.1582,0,1.0,0.0,2.9511,-0.8184
22,1,5,2,0.105994,2,4.0,0.0,4.5691,-0.8184
22,1,6,1,0.061509,2,4.0,0.0,2.0,-0.5093
22,1,7,2,0.107072,2,4.0,0.0,3.2601,-1.7694
22,1,8,2,0.107251,2,4.0,0.0,4.2601,-1.7694
23,1,0,1,0.053173,1,2.0,0.0,5.7321,0.25
23,1,1,4,0.179817,5,5.0,0.0,4.7321,0.25
23,1,2,1,0.053173,1,2.0,0.0,4.732,1.25
23,1,3,3,0.128031,0,1.0,0.0,3.7321,0.25
23,1,4,2,0.089401,0,1.0,0.0,4.7321,-0.75
23,1,5,3,0.127996,0,1.0,0.0,3.7321,-0.75
23,1,6,2,0.090984,0,1.0,0.0,2.866,0.75
23,1,7,2,0.090851,0,1.0,0.0,2.866,-1.25
23,1,8,2,0.093254,0,1.0,0.0,2.0,0.25
23,1,9,2,0.09332,0,1.0,0.0,2.0,-0.75
