graph_id,graph_label,node_id,degree,pagerank,node_label
17,1,8,3,0.095313,5
17,1,9,2,0.066818,5
17,1,10,2,0.068284,5
17,1,11,2,0.068848,5
17,1,12,2,0.068284,5
17,1,13,2,0.066818,5
18,1,0,4,0.135918,1
18,1,1,1,0.039654,2
18,1,2,2,0.071922,2
18,1,3,2,0.075945,5
18,1,4,2,0.081527,5
18,1,5,1,0.045416,6
18,1,6,2,0.071922,2
18,1,7,2,0.075945,5
18,1,8,2,0.081527,5
18,1,9,1,0.045416,6
18,1,10,2,0.071922,2
18,1,11,2,0.075945,5
18,1,12,2,0.081527,5
18,1,13,1,0.045416,6
19,-1,0,4,0.087805,5
19,-1,1,1,0.026128,2
19,-1,2,3,0.06533,5
19,-1,3,2,0.046073,5
19,-1,4,2,0.047294,5
19,-1,5,3,0.071128,5
19,-1,6,1,0.027693,6
19,-1,7,2,0.047294,5
19,-1,8,2,0.046073,5
19,-1,9,3,0.06533,5
19,-1,10,2,0.046073,5
19,-1,11,2,0.047294,5
19,-1,12,3,0.071128,5
19,-1,13,1,0.027693,6
19,-1,14,2,0.047294,5
19,-1,15,2,0.046073,5
19,-1,16,4,0.09865,5
19,-1,17,1,0.028549,6
19,-1,18,1,0.028549,6
19,-1,19,1,0.028549,6
20,1,0,3,0.081031,5
20,1,1,2,0.057388,5
20,1,2,2,0.058829,5
20,1,3,3,0.08872,5
20,1,4,1,0.034468,3
20,1,5,3,0.087922,5
20,1,6,2,0.057307,5
20,1,7,1,0.034334,5
20,1,8,3,0.081031,5
20,1,9,2,0.057388,5
20,1,10,2,0.058829,5
20,1,11,3,0.08872,5
20,1,12,1,0.034468,3
20,1,13,3,0.087922,5
20,1,14,1,0.034334,5
20,1,15,2,0.057307,5
21,1,0,2,0.080762,2
21,1,1,1,0.045826,5
21,1,2,3,0.106584,5
21,1,3,2,0.071772,5
21,1,4,3,0.105735,5
21,1,5,2,0.077731,5
21,1,6,2,0.085062,5
21,1,7,1,0.047733,5
21,1,8,2,0.072416,5
21,1,9,2,0.072569,5
21,1,10,3,0.107044,5
21,1,11,2,0.080835,2
21,1,12,1,0.045929,5
22,-1,0,2,0.168495,5
22,-1,1,1,0.092989,2
22,-1,2,2,0.159826,5
22,-1,3,2,0.15738,5
22,-1,4,2,0.159826,5
22,-1,5,2,0.168495,5
22,-1,6,1,0.092989,2
23,-1,0,1,0.060216,5
23,-1,1,3,0.159738,5
23,-1,2,1,0.060216,3
23,-1,3,2,0.099393,5
23,-1,4,3,0.138416,5
23,-1,5,2,0.095353,5
23,-1,6,2,0.096981,5
23,-1,7,2,0.097353,5
23,-1,8,2,0.096981,5
23,-1,9,2,0.095353,5
24,1,0,2,0.165247,5
24,1,1,2,0.165247,5
24,1,2,2,0.164814,3
24,1,3,3,0.245311,5
24,1,4,2,0.164814,3
24,1,5,1,0.094567,7
25,-1,0,1,0.175453,4
25,-1,1,2,0.324547,3
25,-1,2,2,0.324547,3
25,-1,3,1,0.175453,3
26,1,0,1,0.027402,2
26,1,1,3,0.06873,5
26,1,2,3,0.066379,5
26,1,3,2,0.047389,5
26,1,4,2,0.048806,5
26,1,5,2,0.04875,5
26,1,6,2,0.047448,5
26,1,7,3,0.066282,5
26,1,8,3,0.068845,5
26,1,9,1,0.027366,2
26,1,10,3,0.066369,5
26,1,11,3,0.071465,5
26,1,12,1,0.028099,8
26,1,13,2,0.048823,5
26,1,14,3,0.073308,5
26,1,15,1,0.028619,8
26,1,16,3,0.071291,5
26,1,17,1,0.028138,3
26,1,18,3,0.06649,5
27,1,0,3,0.28207,5
27,1,1,1,0.10494,6
27,1,2,2,0.19753,5
27,1,3,1,0.108965,6
27,1,4,2,0.19753,5
27,1,5,1,0.108965,6
28,1,0,4,0.148876,5
28,1,1,3,0.121036,3
28,1,2,1,0.045873,2
28,1,3,1,0.045873,2
28,1,4,3,0.121036,3
28,1,5,1,0.045873,2
28,1,6,1,0.045873,2
28,1,7,3,0.121036,3
28,1,8,1,0.045873,2
28,1,9,1,0.045873,2
28,1,10,3,0.121036,3
28,1,11,1,0.045873,2
28,1,12,1,0.045873,2
29,1,0,2,0.139756,5
29,1,1,2,0.139756,5
29,1,2,2,0.138711,5
29,1,3,3,0.204104,5
29,1,4,2,0.138711,2
29,1,5,2,0.152698,5
29,1,6,1,0.086263,2
30,-1,0,1,0.027466,6
30,-1,1,3,0.069131,5
30,-1,2,3,0.069131,5
30,-1,3,1,0.027466,6
30,-1,4,4,0.085812,5
30,-1,5,1,0.026185,6
30,-1,6,3,0.059863,5
30,-1,7,3,0.05904,5
30,-1,8,2,0.041365,5
30,-1,9,3,0.05904,5
30,-1,10,3,0.058764,5
30,-1,11,2,0.041173,2
30,-1,12,3,0.058764,5
30,-1,13,3,0.059863,5
30,-1,14,4,0.085812,5
30,-1,15,1,0.026185,6
30,-1,16,4,0.090744,5
30,-1,17,1,0.027097,6
30,-1,18,1,0.027097,6
31,-1,0,2,0.121622,5
31,-1,1,2,0.122696,5
31,-1,2,2,0.123104,5
31,-1,3,2,0.122696,5
31,-1,4,2,0.121622,5
31,-1,5,3,0.178982,5
31,-1,6,2,0.133653,5
31,-1,7,1,0.075627,2
32,-1,0,2,0.096962,5
32,-1,1,2,0.097308,5
32,-1,2,2,0.096962,5
32,-1,3,2,0.095425,5
32,-1,4,3,0.138621,5
32,-1,5,2,0.095425,5
32,-1,6,3,0.150015,5
32,-1,7,1,0.057475,2
32,-1,8,2,0.10998,5
32,-1,9,1,0.061827,6
33,-1,0,2,0.073409,5
33,-1,1,3,0.114297,5
33,-1,2,2,0.084047,5
33,-1,3,1,0.047299,3
33,-1,4,2,0.084047,5
33,-1,5,1,0.047299,3
33,-1,6,3,0.104343,5
33,-1,7,2,0.072477,5
33,-1,8,2,0.073999,5
33,-1,9,2,0.074315,5
33,-1,10,2,0.073886,5
33,-1,11,3,0.108317,5
33,-1,12,1,0.042265,6
34,1,0,2,0.212661,5
34,1,1,1,0.120319,2
34,1,2,3,0.283352,5
34,1,3,2,0.191834,5
34,1,4,2,0.191834,2
35,1,0,3,0.071473,5
35,1,1,2,0.050618,5
35,1,2,2,0.05197,5
35,1,3,3,0.077827,5
35,1,4,1,0.030429,3
35,1,5,3,0.076485,5
35,1,6,2,0.050195,5
35,1,7,2,0.057978,2
35,1,8,1,0.033025,5
35,1,9,3,0.071473,5
35,1,10,2,0.050618,5
35,1,11,2,0.05197,5
35,1,12,3,0.077827,5
35,1,13,1,0.030429,3
35,1,14,3,0.076485,5
35,1,15,2,0.057978,2
35,1,16,1,0.033025,5
35,1,17,2,0.050195,5
36,-1,0,2,0.140309,5
36,-1,1,2,0.140309,5
36,-1,2,3,0.209017,5
36,-1,3,1,0.080694,2
36,-1,4,2,0.139959,2
36,-1,5,3,0.209017,5
36,-1,6,1,0.080694,2
37,-1,0,2,0.141312,5
37,-1,1,2,0.141905,5
37,-1,2,2,0.141963,5
37,-1,3,2,0.141905,5
37,-1,4,2,0.141312,5
37,-1,5,3,0.210559,5
37,-1,6,1,0.081044,5
38,-1,0,2,0.103895,5
38,-1,1,2,0.103895,5
38,-1,2,2,0.101366,5
38,-1,3,3,0.143002,5
38,-1,4,2,0.100671,5
38,-1,5,2,0.102133,5
38,-1,6,2,0.100671,2
38,-1,7,3,0.143002,5
38,-1,8,2,0.101366,5
39,1,0,2,0.107076,5
39,1,1,2,0.108501,5
39,1,2,2,0.108809,5
39,1,3,2,0.108501,5
39,1,4,2,0.107076,5
39,1,5,3,0.156634,5
39,1,6,3,0.172331,3
39,1,7,1,0.065536,5
39,1,8,1,0.065536,5
40,1,0,1,0.256788,5
40,1,1,2,0.486424,5
40,1,2,1,0.256788,8
41,1,0,3,0.120232,5
41,1,1,2,0.083356,2
41,1,2,3,0.121034,5
41,1,3,2,0.085835,5
41,1,4,2,0.086164,5
41,1,5,3,0.12211,5
41,1,6,2,0.083733,5
41,1,7,3,0.123593,5
41,1,8,2,0.086972,5
41,1,9,2,0.086972,2
42,1,0,4,0.271062,5
42,1,1,1,0.076313,6
42,1,2,1,0.076313,6
42,1,3,1,0.076313,6
42,1,4,4,0.271062,5
42,1,5,1,0.076313,6
42,1,6,1,0.076313,6
42,1,7,1,0.076313,6
43,1,0,2,0.060416,5
43,1,1,1,0.034462,5
43,1,2,3,0.078432,3
43,1,3,2,0.05358,5
43,1,4,3,0.079252,5
43,1,5,3,0.089384,5
43,1,6,1,0.034109,2
43,1,7,1,0.034109,2
43,1,8,3,0.079239,5
43,1,9,1,0.031235,2
43,1,10,3,0.07515,5
43,1,11,2,0.053446,5
43,1,12,2,0.054713,5
43,1,13,3,0.082065,5
43,1,14,1,0.032037,5
43,1,15,2,0.053276,3
43,1,16,3,0.075097,5
44,1,0,2,0.122949,5
44,1,1,2,0.122949,5
44,1,2,3,0.183423,5
44,1,3,1,0.070679,2
44,1,4,2,0.122949,5
44,1,5,2,0.122949,5
44,1,6,3,0.183423,5
44,1,7,1,0.070679,2
45,1,0,1,0.131333,5
45,1,1,3,0.357483,5
45,1,2,1,0.131333,6
45,1,3,2,0.245542,5
45,1,4,1,0.134309,5
46,1,0,2,0.133653,5
46,1,1,1,0.075627,5
46,1,2,3,0.178982,5
46,1,3,2,0.121622,5
46,1,4,2,0.122696,5
46,1,5,2,0.123104,5
46,1,6,2,0.122696,5
46,1,7,2,0.121622,5
47,1,0,4,0.065019,5
47,1,1,2,0.035433,2
47,1,2,3,0.054391,5
47,1,3,1,0.021647,2
47,1,4,3,0.051681,5
47,1,5,3,0.050269,5
47,1,6,2,0.036688,5
47,1,7,2,0.03808,5
47,1,8,2,0.038216,5
47,1,9,2,0.037139,5
47,1,10,3,0.051792,5
47,1,11,2,0.037471,5
47,1,12,2,0.038713,5
47,1,13,3,0.058723,5
47,1,14,1,0.022835,2
47,1,15,2,0.038713,5
47,1,16,2,0.037471,5
47,1,17,3,0.051792,5
47,1,18,2,0.037471,5
47,1,19,2,0.038713,5
47,1,20,3,0.058723,5
47,1,21,1,0.022835,2
47,1,22,2,0.038713,5
47,1,23,2,0.037471,5
48,-1,0,3,0.110117,5
48,-1,1,1,0.042784,5
48,-1,2,2,0.074029,5
48,-1,3,3,0.110117,5
48,-1,4,1,0.042784,5
48,-1,5,2,0.07267,5
48,-1,6,3,0.105348,5
48,-1,7,2,0.07267,5
48,-1,8,4,0.151311,7
48,-1,9,1,0.043662,2
48,-1,10,1,0.043662,2
48,-1,11,2,0.083707,2
48,-1,12,1,0.04714,4
49,1,0,3,0.172331,5
49,1,1,1,0.065536,5
49,1,2,1,0.065536,2
49,1,3,3,0.156634,5
49,1,4,2,0.107076,5
49,1,5,2,0.108501,5
49,1,6,2,0.108809,5
49,1,7,2,0.108501,5
49,1,8,2,0.107076,5
50,1,0,2,0.042828,5
50,1,1,2,0.044153,5
50,1,2,2,0.043992,5
50,1,3,2,0.042812,5
50,1,4,3,0.059507,5
50,1,5,3,0.060117,5
50,1,6,2,0.041741,5
50,1,7,2,0.041602,5
50,1,8,3,0.058614,5
50,1,9,2,0.040721,3
50,1,10,3,0.058725,5
50,1,11,3,0.061523,5
50,1,12,1,0.024604,2
50,1,13,3,0.059681,5
50,1,14,2,0.042754,5
50,1,15,2,0.044032,5
50,1,16,2,0.044032,5
50,1,17,2,0.042754,5
50,1,18,3,0.059681,5
50,1,19,3,0.061523,5
50,1,20,1,0.024604,2
51,-1,0,1,0.173397,5
51,-1,1,3,0.47981,3
51,-1,2,1,0.173397,2
51,-1,3,1,0.173397,2
52,1,0,2,0.122949,5
52,1,1,2,0.122949,5
52,1,2,3,0.183423,5
52,1,3,1,0.070679,6
52,1,4,2,0.122949,5
52,1,5,2,0.122949,5
52,1,6,3,0.183423,5
52,1,7,1,0.070679,3
53,1,0,3,0.47981,5
53,1,1,1,0.173397,8
53,1,2,1,0.173397,8
53,1,3,1,0.173397,8
54,-1,0,3,0.161721,5
54,-1,1,1,0.062529,6
54,-1,2,2,0.108545,5
54,-1,3,3,0.16226,5
54,-1,4,1,0.062682,6
54,-1,5,2,0.108959,5
54,-1,6,2,0.108789,5
54,-1,7,3,0.161992,5
54,-1,8,1,0.062523,2
55,-1,0,3,0.234336,5
55,-1,1,1,0.087774,2
55,-1,2,2,0.16592,5
55,-1,3,1,0.091994,5
55,-1,4,2,0.159141,3
55,-1,5,2,0.168039,5
55,-1,6,1,0.092796,2
56,1,0,2,0.040859,5
56,1,1,2,0.040842,5
56,1,2,2,0.040013,5
56,1,3,3,0.056741,5
56,1,4,3,0.061099,5
56,1,5,1,0.023779,2
56,1,6,2,0.042653,2
56,1,7,2,0.044614,5
56,1,8,2,0.046567,5
56,1,9,2,0.050065,5
56,1,10,1,0.027693,5
56,1,11,3,0.056497,5
56,1,12,2,0.03985,5
56,1,13,3,0.059624,5
56,1,14,1,0.02343,2
56,1,15,2,0.040542,2
56,1,16,2,0.040231,5
56,1,17,3,0.058266,5
56,1,18,2,0.040704,5
56,1,19,2,0.041664,5
56,1,20,2,0.0419,5
56,1,21,2,0.041664,5
56,1,22,2,0.040704,5
57,-1,0,3,0.119571,5
57,-1,1,1,0.046337,5
57,-1,2,2,0.080174,2
57,-1,3,3,0.119571,5
57,-1,4,1,0.046337,5
57,-1,5,2,0.078791,2
57,-1,6,3,0.114691,5
57,-1,7,2,0.078791,5
57,-1,8,2,0.082574,2
57,-1,9,3,0.132923,5
57,-1,10,1,0.050119,5
57,-1,11,1,0.050119,2
58,1,0,4,0.065124,7
58,1,1,1,0.019161,2
58,1,2,1,0.019161,2
58,1,3,2,0.032624,3
58,1,4,3,0.047644,5
58,1,5,2,0.033312,5
58,1,6,2,0.03418,5
58,1,7,2,0.034339,5
58,1,8,2,0.03418,5
58,1,9,2,0.033312,3
58,1,10,3,0.046545,5
58,1,11,2,0.032298,5
58,1,12,2,0.032199,5
58,1,13,3,0.04653,5
58,1,14,2,0.032199,5
58,1,15,2,0.032298,5
58,1,16,2,0.032239,3
58,1,17,2,0.032396,3
58,1,18,3,0.046819,5
58,1,19,2,0.032919,5
58,1,20,2,0.033461,5
58,1,21,3,0.050082,5
58,1,22,1,0.019508,2
58,1,23,3,0.048726,5
58,1,24,2,0.032505,5
58,1,25,3,0.054641,5
58,1,26,1,0.020798,2
58,1,27,1,0.020798,2
59,-1,0,1,0.031644,2
59,-1,1,4,0.10721,7
59,-1,2,1,0.031644,2
59,-1,3,2,0.055022,3
59,-1,4,2,0.054914,5
59,-1,5,2,0.05361,3
59,-1,6,3,0.075422,5
59,-1,7,2,0.053106,5
59,-1,8,3,0.080587,5
59,-1,9,1,0.031697,6
59,-1,10,3,0.078961,5
59,-1,11,2,0.052478,5
59,-1,12,3,0.075396,5
59,-1,13,4,0.117077,7
59,-1,14,1,0.033744,3
59,-1,15,1,0.033744,2
59,-1,16,1,0.033744,2
60,-1,0,4,0.168404,5
60,-1,1,1,0.048244,5
60,-1,2,1,0.048244,5
60,-1,3,1,0.048244,5
60,-1,4,3,0.115467,5
60,-1,5,2,0.079265,5
60,-1,6,3,0.119896,5
60,-1,7,1,0.046509,2
60,-1,8,2,0.080688,5
60,-1,9,2,0.080328,5
60,-1,10,3,0.118636,5
60,-1,11,1,0.046074,2
61,1,0,2,0.062622,2
61,1,1,1,0.036027,5
61,1,2,3,0.08011,5
61,1,3,3,0.077501,5
61,1,4,2,0.055325,2
61,1,5,2,0.056391,5
61,1,6,2,0.055306,5
61,1,7,3,0.077603,5
61,1,8,2,0.053401,5
61,1,9,3,0.078012,5
61,1,10,2,0.05591,5
61,1,11,2,0.057702,5
61,1,12,3,0.086355,5
61,1,13,1,0.033894,2
61,1,14,2,0.055993,2
61,1,15,3,0.077848,5
62,1,0,1,0.018989,6
62,1,1,3,0.047919,5
62,1,2,2,0.032093,5
62,1,3,3,0.046099,5
62,1,4,3,0.048781,5
62,1,5,1,0.019151,2
62,1,6,2,0.032941,3
62,1,7,3,0.048684,5
62,1,8,2,0.032618,5
62,1,9,3,0.047576,5
62,1,10,2,0.033329,5
62,1,11,2,0.034146,5
62,1,12,2,0.034359,5
62,1,13,2,0.034146,5
62,1,14,2,0.033329,5
62,1,15,3,0.054522,5
62,1,16,1,0.0208,2
62,1,17,1,0.0208,2
62,1,18,3,0.047327,5
62,1,19,1,0.018715,2
62,1,20,3,0.045341,5
62,1,21,3,0.048727,5
62,1,22,1,0.019098,2
62,1,23,2,0.033168,2
62,1,24,3,0.049904,5
62,1,25,1,0.019428,5
62,1,26,2,0.032314,5
62,1,27,3,0.045695,5
63,1,0,1,0.04141,5
63,1,1,3,0.105549,5
63,1,2,2,0.071838,5
63,1,3,4,0.143354,5
63,1,4,1,0.041967,5
63,1,5,1,0.041967,5
63,1,6,2,0.070125,3
63,1,7,3,0.099502,5
63,1,8,2,0.070305,5
63,1,9,2,0.0721,5
63,1,10,2,0.072032,5
63,1,11,2,0.070399,5
63,1,12,3,0.099453,5
64,-1,0,3,0.052,5
64,-1,1,3,0.054339,5
64,-1,2,2,0.039208,5
64,-1,3,2,0.040167,5
64,-1,4,3,0.058585,5
64,-1,5,2,0.04583,2
64,-1,6,1,0.026242,5
64,-1,7,3,0.054149,5
64,-1,8,2,0.037465,2
64,-1,9,3,0.054027,5
64,-1,10,3,0.059368,5
64,-1,11,1,0.023601,2
64,-1,12,2,0.040182,5
64,-1,13,2,0.039103,5
64,-1,14,3,0.053432,5
64,-1,15,3,0.054889,5
64,-1,16,2,0.03771,5
64,-1,17,3,0.059421,3
64,-1,18,1,0.023667,5
64,-1,19,2,0.039958,5
64,-1,20,2,0.038289,5
64,-1,21,4,0.068369,5
65,1,0,3,0.287192,5
65,1,1,1,0.106404,9
65,1,2,1,0.106404,9
65,1,3,3,0.287192,5
65,1,4,1,0.106404,9
65,1,5,1,0.106404,9
66,1,0,4,0.227354,5
66,1,1,2,0.123823,5
66,1,2,1,0.069338,8
66,1,3,2,0.123823,5
66,1,4,1,0.069338,8
