graph_id,graph_label,node_id,degree,pagerank,node_label,node_attr_0,node_attr_1,node_attr_2,node_attr_3,node_attr_4,node_attr_5,node_attr_6,node_attr_7,node_attr_8,node_attr_9,node_attr_10,node_attr_11,node_attr_12,node_attr_13,node_attr_14,node_attr_15,node_attr_16,node_attr_17
0,6,10,4,0.024358,1,5.0,7.690244,18.04,0.43,0.815,41.7,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0
0,6,11,4,0.024095,1,13.0,19.220647,43.88,4.51,2.014,98.6,6.0,4.0,3.0,2.0,7.0,4.0,6.0,5.0,2.0,5.0,5.0,3.0
0,6,12,5,0.029224,1,15.0,21.155231,60.38,0.85,2.804,126.5,2.0,8.0,5.0,7.0,3.0,5.0,6.0,2.0,7.0,2.0,8.0,5.0
0,6,13,4,0.025846,1,10.0,14.245194,38.51,2.37,1.815,80.5,3.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,5.0
0,6,14,4,0.025846,1,3.0,5.696417,8.22,-1.22,0.367,29.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0
0,6,15,4,0.026578,1,10.0,13.2302,41.41,4.77,1.924,67.3,3.0,4.0,3.0,1.0,4.0,5.0,6.0,3.0,1.0,2.0,5.0,3.0
0,6,16,4,0.026578,1,12.0,17.514039,37.67,-2.78,1.624,113.0,3.0,8.0,1.0,6.0,3.0,3.0,3.0,3.0,6.0,3.0,8.0,1.0
0,6,17,4,0.027224,1,17.0,24.386388,53.43,4.54,2.502,130.1,8.0,5.0,4.0,2.0,10.0,5.0,6.0,8.0,3.0,6.0,7.0,4.0
0,6,18,3,0.020949,1,8.0,10.984308,31.65,0.05,1.429,69.4,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0
0,6,19,3,0.020949,1,5.0,6.928398,19.75,1.96,0.942,39.1,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0
0,6,20,6,0.035897,1,15.0,21.146036,52.75,-3.5,2.366,144.0,5.0,5.0,5.0,8.0,5.0,2.0,3.0,4.0,8.0,5.0,5.0,5.0
0,6,21,5,0.029058,1,5.0,7.463192,13.1,-1.04,0.576,42.5,3.0,2.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,0.0
0,6,22,4,0.02405,1,8.0,10.368715,27.62,3.61,1.293,56.2,3.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0
0,6,23,4,0.024041,1,11.0,14.909556,37.49,-2.6,1.707,102.5,3.0,6.0,2.0,6.0,3.0,2.0,2.0,3.0,6.0,3.0,6.0,2.0
0,6,24,4,0.022633,2,3.0,6.431684,10.78,1.8,0.477,23.4,0.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0
0,6,25,5,0.029437,2,5.0,12.935648,19.75,5.39,0.965,27.2,1.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,3.0,2.0
0,6,26,5,0.028276,2,5.0,13.383984,11.21,-0.61,0.512,41.9,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0
0,6,27,5,0.027503,2,6.0,16.370706,15.37,0.31,0.699,47.8,3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0
0,6,28,6,0.032317,2,6.0,16.017738,22.77,6.61,1.057,38.4,0.0,5.0,1.0,1.0,0.0,5.0,5.0,0.0,1.0,0.0,5.0,1.0
0,6,29,7,0.037654,2,5.0,13.593809,26.27,2.04,1.216,39.1,0.0,2.0,3.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,2.0,3.0
0,6,30,5,0.028698,2,4.0,9.770908,13.38,1.03,0.585,32.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0
0,6,31,3,0.019324,2,7.0,20.248083,34.28,3.49,1.629,53.4,0.0,3.0,4.0,3.0,0.0,4.0,4.0,0.0,3.0,0.0,3.0,4.0
0,6,32,4,0.024457,2,5.0,13.285927,24.21,1.01,1.134,41.6,0.0,3.0,2.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,3.0,2.0
0,6,33,6,0.034122,2,3.0,6.843215,14.13,1.86,0.663,20.3,0.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0
0,6,34,6,0.034476,2,2.0,3.813923,6.78,-0.01,0.291,18.2,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0
0,6,35,5,0.028668,2,2.0,3.797911,12.08,3.52,0.595,10.6,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0
0,6,36,4,0.024457,2,2.0,3.816299,6.95,0.03,0.32,16.4,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0
1,6,0,3,0.030667,1,8.0,10.842158,35.56,0.01,1.614,75.5,1.0,3.0,4.0,5.0,0.0,3.0,3.0,0.0,5.0,1.0,3.0,4.0
1,6,1,5,0.047312,1,10.0,14.943767,38.62,-2.95,1.688,95.9,1.0,7.0,2.0,6.0,1.0,3.0,3.0,1.0,6.0,1.0,7.0,2.0
1,6,2,6,0.054843,1,17.0,24.736632,64.39,4.06,2.992,143.1,3.0,8.0,6.0,6.0,5.0,6.0,7.0,2.0,8.0,3.0,8.0,6.0
1,6,3,5,0.045661,1,8.0,10.495504,26.86,1.88,1.231,67.2,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0
1,6,4,5,0.045436,1,19.0,26.9719,73.08,0.65,3.298,174.3,4.0,8.0,7.0,10.0,3.0,6.0,7.0,2.0,10.0,4.0,8.0,7.0
1,6,5,5,0.045692,1,3.0,5.327006,11.27,-0.76,0.503,26.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,6,6,5,0.046436,1,15.0,20.917574,58.32,1.16,2.629,129.0,5.0,5.0,5.0,6.0,5.0,4.0,6.0,3.0,6.0,5.0,5.0,5.0
1,6,7,5,0.047263,1,9.0,12.707064,36.79,-1.25,1.715,79.3,3.0,1.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,5.0
1,6,8,4,0.040644,1,18.0,26.793338,64.21,8.52,2.958,139.2,4.0,10.0,4.0,4.0,6.0,8.0,10.0,3.0,5.0,3.0,11.0,4.0
1,6,9,5,0.051144,1,12.0,16.318947,50.85,3.02,2.373,99.2,1.0,6.0,5.0,5.0,2.0,5.0,5.0,1.0,6.0,1.0,6.0,5.0
1,6,10,4,0.041733,1,12.0,16.351474,42.32,-1.33,1.907,112.8,4.0,4.0,4.0,6.0,4.0,2.0,2.0,4.0,6.0,3.0,5.0,4.0
1,6,11,5,0.05032,1,10.0,14.295469,40.01,4.69,1.862,78.8,2.0,4.0,4.0,3.0,3.0,4.0,5.0,2.0,3.0,1.0,5.0,4.0
1,6,12,6,0.059593,1,5.0,6.73063,17.16,-1.09,0.791,45.8,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0
1,6,13,5,0.050534,1,11.0,15.714302,42.62,-1.8,1.89,99.4,2.0,6.0,3.0,5.0,3.0,3.0,4.0,2.0,5.0,2.0,6.0,3.0
1,6,14,3,0.032079,1,23.0,34.345174,87.17,3.8,3.992,200.9,5.0,11.0,7.0,10.0,5.0,8.0,8.0,4.0,11.0,3.0,13.0,7.0
1,6,15,4,0.039364,2,3.0,6.412201,11.78,2.48,0.523,22.7,0.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0
1,6,16,3,0.033628,2,5.0,13.324943,17.04,3.2,0.818,38.6,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,2.0,0.0,4.0,1.0
1,6,17,3,0.0334,2,5.0,13.474107,7.0,0.68,0.326,37.9,3.0,2.0,0.0,0.0,3.0,2.0,2.0,3.0,0.0,3.0,2.0,0.0
1,6,18,4,0.038549,2,7.0,20.716389,23.73,2.11,1.101,54.2,3.0,1.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0
1,6,19,5,0.046368,2,7.0,18.743205,28.67,8.02,1.325,43.6,1.0,5.0,1.0,1.0,0.0,6.0,6.0,0.0,1.0,1.0,5.0,1.0
1,6,20,5,0.04579,2,4.0,10.080939,20.71,2.94,0.955,29.6,0.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,3.0
1,6,21,4,0.041237,2,3.0,6.347098,10.6,2.18,0.48,18.7,1.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0
1,6,22,3,0.032307,2,3.0,6.621444,9.6,1.5,0.434,19.4,1.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0
2,6,0,3,0.035705,1,11.0,15.52729,43.49,2.35,2.007,94.0,2.0,6.0,3.0,5.0,1.0,5.0,5.0,1.0,5.0,2.0,6.0,3.0
2,6,1,3,0.035705,1,12.0,16.239117,40.57,-4.49,1.754,120.3,3.0,8.0,1.0,8.0,1.0,3.0,3.0,1.0,8.0,3.0,8.0,1.0
2,6,2,3,0.034295,1,15.0,21.350242,62.63,5.99,2.971,113.1,3.0,6.0,6.0,3.0,5.0,7.0,7.0,3.0,5.0,2.0,7.0,6.0
2,6,3,3,0.033809,1,5.0,6.314501,11.03,0.44,0.515,37.5,3.0,1.0,1.0,0.0,3.0,2.0,2.0,3.0,0.0,3.0,1.0,1.0
2,6,4,4,0.041602,1,20.0,27.867639,71.64,-2.39,3.233,186.3,4.0,11.0,5.0,10.0,4.0,6.0,6.0,3.0,11.0,4.0,11.0,5.0
2,6,5,4,0.039572,1,6.0,7.881822,23.94,-0.18,1.125,54.4,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0
2,6,6,4,0.039233,1,9.0,11.048544,36.47,3.15,1.666,68.3,3.0,3.0,3.0,2.0,3.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0
2,6,7,6,0.05694,1,4.0,5.357388,12.43,0.18,0.589,36.6,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
2,6,8,4,0.039803,1,6.0,9.321957,20.85,2.81,0.979,43.3,1.0,3.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0
2,6,9,3,0.031131,1,9.0,12.654059,29.72,-2.19,1.348,81.2,3.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0
2,6,10,5,0.050789,1,22.0,32.562524,83.15,2.55,3.78,180.6,7.0,9.0,6.0,6.0,9.0,7.0,9.0,6.0,7.0,7.0,9.0,6.0
2,6,11,3,0.03437,1,16.0,23.046891,62.55,2.39,2.924,129.5,4.0,6.0,6.0,5.0,5.0,6.0,7.0,4.0,5.0,4.0,6.0,6.0
2,6,12,4,0.044658,1,11.0,15.464693,51.8,4.37,2.429,85.0,2.0,4.0,5.0,3.0,4.0,4.0,6.0,2.0,3.0,1.0,5.0,5.0
2,6,13,3,0.034429,1,4.0,5.856274,10.94,-4.19,0.423,47.5,3.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0
2,6,14,3,0.034429,1,9.0,11.295491,41.39,6.3,1.936,63.8,1.0,3.0,5.0,2.0,2.0,5.0,6.0,1.0,2.0,1.0,3.0,5.0
2,6,15,6,0.064784,1,15.0,20.309728,51.07,-7.51,2.232,153.8,4.0,8.0,3.0,10.0,3.0,2.0,2.0,3.0,10.0,4.0,8.0,3.0
2,6,16,3,0.035049,1,4.0,4.913364,17.51,0.89,0.838,33.8,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0
2,6,17,3,0.035049,1,16.0,20.084133,53.58,-1.95,2.411,144.0,5.0,7.0,4.0,6.0,6.0,4.0,4.0,5.0,7.0,5.0,7.0,4.0
2,6,18,3,0.035049,1,9.0,12.525289,28.42,-1.42,1.25,86.7,4.0,4.0,1.0,5.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,1.0
2,6,19,3,0.035705,2,2.0,3.817213,7.9,-2.2,0.36,21.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
2,6,20,3,0.035001,2,5.0,13.636256,17.07,2.49,0.778,33.9,2.0,2.0,1.0,0.0,3.0,2.0,3.0,2.0,0.0,2.0,2.0,1.0
2,6,21,3,0.03437,2,5.0,13.288791,10.95,0.24,0.506,39.6,2.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0
2,6,22,5,0.055364,2,6.0,17.635611,16.5,1.47,0.766,42.3,4.0,1.0,1.0,0.0,4.0,2.0,3.0,3.0,0.0,3.0,2.0,1.0
2,6,23,4,0.043591,2,6.0,16.44359,23.85,5.38,1.12,39.7,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,5.0,1.0
2,6,24,4,0.039572,2,4.0,9.694992,12.95,2.63,0.6,28.3,0.0,4.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,0.0
3,6,0,3,0.036192,1,8.0,11.49324,29.28,1.86,1.307,69.1,1.0,6.0,1.0,4.0,0.0,4.0,4.0,0.0,4.0,1.0,6.0,1.0
3,6,1,4,0.046701,1,10.0,14.574052,32.02,-2.94,1.384,96.7,3.0,7.0,0.0,6.0,1.0,3.0,3.0,1.0,6.0,3.0,7.0,0.0
3,6,2,3,0.036185,1,14.0,21.710736,62.41,3.84,2.936,111.2,2.0,6.0,6.0,4.0,4.0,6.0,6.0,2.0,6.0,1.0,7.0,6.0
3,6,3,3,0.034726,1,20.0,28.1857,71.64,-2.39,3.233,186.3,4.0,11.0,5.0,10.0,4.0,6.0,6.0,3.0,11.0,4.0,11.0,5.0
3,6,4,4,0.042918,1,3.0,5.752491,16.99,0.25,0.805,28.9,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0
3,6,5,4,0.042298,1,9.0,10.962636,36.47,3.15,1.666,68.3,3.0,3.0,3.0,2.0,3.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0
3,6,6,5,0.051602,1,4.0,5.131868,12.43,0.18,0.589,36.6,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
3,6,7,4,0.042585,1,6.0,9.083897,20.85,2.81,0.979,43.3,1.0,3.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0
3,6,8,4,0.042827,1,10.0,15.633787,37.27,-2.84,1.672,96.5,3.0,4.0,3.0,5.0,3.0,2.0,2.0,2.0,6.0,3.0,4.0,3.0
3,6,9,3,0.033645,1,6.0,8.883805,22.94,-1.19,1.017,50.1,3.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0
3,6,10,4,0.043488,1,17.0,24.419395,62.81,2.97,2.871,139.1,5.0,8.0,4.0,5.0,6.0,6.0,7.0,4.0,6.0,5.0,8.0,4.0
3,6,11,4,0.043839,1,3.0,5.274851,4.38,-2.81,0.167,31.2,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0
3,6,12,3,0.034209,1,16.0,22.802492,62.55,2.39,2.924,129.5,4.0,6.0,6.0,5.0,5.0,6.0,7.0,4.0,5.0,4.0,6.0,6.0
3,6,13,4,0.043488,1,11.0,15.299709,51.8,4.37,2.429,85.0,2.0,4.0,5.0,3.0,4.0,4.0,6.0,2.0,3.0,1.0,5.0,5.0
3,6,14,4,0.043734,1,9.0,11.349795,41.39,6.3,1.936,63.8,1.0,3.0,5.0,2.0,2.0,5.0,6.0,1.0,2.0,1.0,3.0,5.0
3,6,15,4,0.043734,1,15.0,20.687634,51.07,-7.51,2.232,153.8,4.0,8.0,3.0,10.0,3.0,2.0,2.0,3.0,10.0,4.0,8.0,3.0
3,6,16,4,0.043734,1,17.0,22.126904,59.71,-2.37,2.702,154.5,5.0,7.0,5.0,7.0,6.0,4.0,4.0,5.0,8.0,5.0,7.0,5.0
3,6,17,3,0.034159,1,9.0,12.406937,28.42,-1.42,1.25,86.7,4.0,4.0,1.0,5.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,1.0
3,6,18,3,0.036192,2,2.0,3.796805,7.9,-2.2,0.36,21.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
3,6,19,4,0.043793,2,4.0,10.443752,13.07,0.68,0.592,28.7,2.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0
3,6,20,4,0.043839,2,4.0,9.901025,10.95,1.04,0.506,30.6,1.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0
3,6,21,5,0.057159,2,6.0,17.423939,16.5,1.47,0.766,42.3,4.0,1.0,1.0,0.0,4.0,2.0,3.0,3.0,0.0,3.0,2.0,1.0
3,6,22,3,0.036035,2,6.0,16.634248,23.85,5.38,1.12,39.7,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,5.0,1.0
3,6,23,4,0.042918,2,4.0,9.988696,12.95,2.63,0.6,28.3,0.0,4.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,0.0
4,6,0,3,0.036189,1,11.0,15.543491,43.49,2.35,2.007,94.0,2.0,6.0,3.0,5.0,1.0,5.0,5.0,1.0,5.0,2.0,6.0,3.0
4,6,1,3,0.036189,1,12.0,16.322967,40.57,-4.49,1.754,120.3,3.0,8.0,1.0,8.0,1.0,3.0,3.0,1.0,8.0,3.0,8.0,1.0
4,6,2,6,0.066561,1,17.0,26.503299,71.07,5.11,3.352,135.8,3.0,7.0,7.0,4.0,6.0,7.0,7.0,3.0,7.0,2.0,8.0,7.0
4,6,3,3,0.035474,1,5.0,7.57707,11.03,0.44,0.515,37.5,3.0,1.0,1.0,0.0,3.0,2.0,2.0,3.0,0.0,3.0,1.0,1.0
4,6,4,4,0.043948,1,20.0,28.514383,71.64,-2.39,3.233,186.3,4.0,11.0,5.0,10.0,4.0,6.0,6.0,3.0,11.0,4.0,11.0,5.0
4,6,5,4,0.042183,1,6.0,8.033766,23.94,-0.18,1.125,54.4,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0
4,6,6,4,0.041865,1,9.0,11.045686,36.47,3.15,1.666,68.3,3.0,3.0,3.0,2.0,3.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0
4,6,7,6,0.060327,1,4.0,5.391403,12.43,0.18,0.589,36.6,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
4,6,8,4,0.042042,1,6.0,8.596183,20.85,2.81,0.979,43.3,1.0,3.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0
4,6,9,3,0.032816,1,9.0,13.011101,32.61,-3.1,1.442,86.1,3.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,2.0
4,6,10,6,0.062411,1,22.0,32.569584,83.15,2.55,3.78,180.6,7.0,9.0,6.0,6.0,9.0,7.0,9.0,6.0,7.0,7.0,9.0,6.0
4,6,11,3,0.034696,1,16.0,22.595172,62.55,2.39,2.924,129.5,4.0,6.0,6.0,5.0,5.0,6.0,7.0,4.0,5.0,4.0,6.0,6.0
4,6,12,4,0.044764,1,11.0,15.591324,51.8,4.37,2.429,85.0,2.0,4.0,5.0,3.0,4.0,4.0,6.0,2.0,3.0,1.0,5.0,5.0
4,6,13,3,0.0349,1,13.0,16.576185,52.33,2.11,2.359,111.3,4.0,4.0,5.0,5.0,3.0,5.0,6.0,2.0,5.0,4.0,4.0,5.0
4,6,14,5,0.055353,1,13.0,18.122546,46.29,-6.39,2.035,133.4,3.0,7.0,3.0,9.0,2.0,2.0,2.0,2.0,9.0,3.0,7.0,3.0
4,6,15,5,0.055353,1,4.0,5.898509,12.38,1.33,0.593,31.4,2.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
4,6,16,3,0.035419,1,17.0,22.629935,59.71,-2.37,2.702,154.5,5.0,7.0,5.0,7.0,6.0,4.0,4.0,5.0,8.0,5.0,7.0,5.0
4,6,17,3,0.035419,1,7.0,9.90301,17.29,-3.63,0.727,71.9,4.0,3.0,0.0,4.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,0.0
4,6,18,4,0.042183,2,4.0,10.232104,12.95,2.63,0.6,28.3,0.0,4.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,0.0
4,6,19,3,0.036012,2,6.0,16.364351,23.85,5.38,1.12,39.7,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,5.0,1.0
4,6,20,4,0.046666,2,6.0,17.123022,16.5,1.47,0.766,42.3,4.0,1.0,1.0,0.0,4.0,2.0,3.0,3.0,0.0,3.0,2.0,1.0
4,6,21,3,0.034696,2,5.0,13.395237,10.95,0.24,0.506,39.6,2.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0
4,6,22,4,0.044534,2,5.0,14.001551,17.07,2.49,0.778,33.9,2.0,2.0,1.0,0.0,3.0,2.0,3.0,2.0,0.0,2.0,2.0,1.0
5,6,0,3,0.034785,1,10.0,14.286382,43.49,3.15,2.007,85.0,1.0,6.0,3.0,5.0,0.0,5.0,5.0,0.0,5.0,1.0,6.0,3.0
5,6,1,3,0.034785,1,12.0,16.459731,40.57,-4.49,1.754,120.3,3.0,8.0,1.0,8.0,1.0,3.0,3.0,1.0,8.0,3.0,8.0,1.0
5,6,2,6,0.064208,1,17.0,26.112782,71.07,5.11,3.352,135.8,3.0,7.0,7.0,4.0,6.0,7.0,7.0,3.0,7.0,2.0,8.0,7.0
5,6,3,3,0.034312,1,5.0,7.438385,11.03,0.44,0.515,37.5,3.0,1.0,1.0,0.0,3.0,2.0,2.0,3.0,0.0,3.0,1.0,1.0
5,6,4,4,0.043211,1,20.0,28.221859,71.64,-2.39,3.233,186.3,4.0,11.0,5.0,10.0,4.0,6.0,6.0,3.0,11.0,4.0,11.0,5.0
5,6,5,4,0.042525,1,6.0,7.924348,23.94,-0.18,1.125,54.4,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0
5,6,6,3,0.033076,1,9.0,11.379786,36.47,3.15,1.666,68.3,3.0,3.0,3.0,2.0,3.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0
5,6,7,5,0.051451,1,4.0,5.537411,12.43,0.18,0.589,36.6,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
5,6,8,4,0.041899,1,7.0,10.325446,20.85,2.01,0.979,52.3,2.0,3.0,2.0,1.0,3.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0
5,6,9,4,0.041899,1,3.0,5.747575,9.15,-2.42,0.386,33.5,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
5,6,10,3,0.032766,1,6.0,8.849723,23.46,-0.68,1.056,52.6,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0
5,6,11,6,0.061642,1,23.0,33.158069,86.1,1.78,3.914,192.2,7.0,10.0,6.0,7.0,9.0,7.0,9.0,6.0,8.0,7.0,10.0,6.0
5,6,12,3,0.033765,1,17.0,22.715759,62.55,1.59,2.924,138.5,5.0,6.0,6.0,5.0,6.0,6.0,7.0,5.0,5.0,5.0,6.0,6.0
5,6,13,4,0.043028,1,11.0,15.506052,51.8,4.37,2.429,85.0,2.0,4.0,5.0,3.0,4.0,4.0,6.0,2.0,3.0,1.0,5.0,5.0
5,6,14,3,0.03348,1,13.0,16.659487,52.33,2.11,2.359,111.3,4.0,4.0,5.0,5.0,3.0,5.0,6.0,2.0,5.0,4.0,4.0,5.0
5,6,15,5,0.053087,1,15.0,20.702775,51.07,-7.51,2.232,153.8,4.0,8.0,3.0,10.0,3.0,2.0,2.0,3.0,10.0,4.0,8.0,3.0
5,6,16,5,0.053087,1,3.0,5.342716,11.38,1.31,0.547,23.3,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0
5,6,17,3,0.033954,1,17.0,21.922551,59.71,-2.37,2.702,154.5,5.0,7.0,5.0,7.0,6.0,4.0,4.0,5.0,8.0,5.0,7.0,5.0
5,6,18,3,0.033954,1,16.0,22.951491,48.86,0.03,2.2,138.8,7.0,7.0,2.0,6.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,2.0
5,6,19,4,0.042525,2,4.0,10.202379,12.95,2.63,0.6,28.3,0.0,4.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,0.0
5,6,20,3,0.034696,2,6.0,16.642233,23.85,5.38,1.12,39.7,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,5.0,1.0
5,6,21,4,0.044855,2,6.0,17.25607,16.5,1.47,0.766,42.3,4.0,1.0,1.0,0.0,4.0,2.0,3.0,3.0,0.0,3.0,2.0,1.0
5,6,22,3,0.033765,2,7.0,18.034816,18.15,0.6,0.853,56.4,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0
