graph_id,graph_label,node_id,degree,pagerank,node_label,node_attr_0
5,1,130,6,0.003745,0,16.0
5,1,131,5,0.003009,0,9.0
5,1,132,5,0.002966,0,9.0
5,1,133,5,0.003023,0,19.0
5,1,134,3,0.001979,0,3.0
5,1,135,4,0.002549,0,7.0
5,1,136,6,0.003652,0,10.0
5,1,137,6,0.003614,0,18.0
5,1,138,5,0.002925,0,3.0
5,1,139,5,0.003065,0,4.0
5,1,140,6,0.003402,0,13.0
5,1,141,5,0.002859,0,11.0
5,1,142,5,0.002861,0,3.0
5,1,143,7,0.003902,0,5.0
5,1,144,5,0.002881,0,7.0
5,1,145,4,0.00238,0,7.0
5,1,146,5,0.00299,0,18.0
5,1,147,4,0.002563,0,4.0
5,1,148,4,0.002635,0,13.0
5,1,149,5,0.003216,0,4.0
5,1,150,4,0.002585,0,17.0
5,1,151,4,0.00251,0,11.0
5,1,152,6,0.003586,0,15.0
5,1,153,6,0.003516,0,9.0
5,1,154,5,0.002904,0,9.0
5,1,155,5,0.002956,0,18.0
5,1,156,3,0.002025,0,3.0
5,1,157,4,0.00259,0,7.0
5,1,158,5,0.003146,0,10.0
5,1,159,7,0.004201,0,20.0
5,1,160,5,0.002963,0,3.0
5,1,161,5,0.002957,0,4.0
5,1,162,7,0.00394,0,13.0
5,1,163,4,0.002337,0,11.0
5,1,164,5,0.002876,0,3.0
5,1,165,7,0.00392,0,5.0
5,1,166,5,0.00289,0,7.0
5,1,167,4,0.002388,0,7.0
5,1,168,5,0.003004,0,18.0
5,1,169,4,0.002598,0,4.0
5,1,170,4,0.002696,0,13.0
5,1,171,5,0.003358,0,4.0
5,1,172,4,0.002718,0,18.0
5,1,173,3,0.002091,0,12.0
5,1,174,6,0.003745,0,16.0
5,1,175,5,0.003009,0,9.0
5,1,176,5,0.002966,0,9.0
5,1,177,5,0.003023,0,19.0
5,1,178,5,0.003106,1,4.0
5,1,179,4,0.002708,1,5.0
5,1,180,4,0.002703,1,5.0
5,1,181,5,0.003257,1,5.0
5,1,182,5,0.003032,1,4.0
5,1,183,5,0.002921,1,6.0
5,1,184,6,0.003546,1,5.0
5,1,185,5,0.003055,1,4.0
5,1,186,6,0.003973,1,3.0
5,1,187,5,0.003351,1,5.0
5,1,188,5,0.003235,1,6.0
5,1,189,3,0.002132,1,8.0
5,1,190,4,0.00273,1,4.0
5,1,191,3,0.001991,1,6.0
5,1,192,4,0.002556,1,6.0
5,1,193,5,0.002981,1,5.0
5,1,194,6,0.003644,1,6.0
5,1,195,6,0.003654,1,5.0
5,1,196,5,0.003058,1,4.0
5,1,197,5,0.002976,1,5.0
5,1,198,5,0.002911,1,5.0
5,1,199,6,0.003448,1,5.0
5,1,200,6,0.003546,1,4.0
5,1,201,5,0.002871,1,6.0
5,1,202,6,0.003495,1,5.0
5,1,203,5,0.003024,1,5.0
5,1,204,6,0.003479,1,3.0
5,1,205,5,0.003152,1,3.0
5,1,206,5,0.002981,1,3.0
5,1,207,4,0.002405,1,5.0
5,1,208,4,0.002634,1,8.0
5,1,209,3,0.002099,1,5.0
5,1,210,5,0.003191,1,4.0
5,1,211,3,0.001975,1,6.0
5,1,212,4,0.002535,1,6.0
5,1,213,5,0.002916,1,5.0
5,1,214,6,0.003585,1,6.0
5,1,215,6,0.003618,1,5.0
5,1,216,5,0.003094,1,4.0
5,1,217,4,0.00259,1,5.0
5,1,218,5,0.003073,1,5.0
5,1,219,6,0.003592,1,5.0
5,1,220,6,0.003473,1,4.0
5,1,221,5,0.002862,1,6.0
5,1,222,6,0.003442,1,5.0
5,1,223,5,0.003013,1,5.0
5,1,224,5,0.003015,1,4.0
5,1,225,5,0.003137,1,4.0
5,1,226,5,0.003039,1,3.0
5,1,227,4,0.00246,1,5.0
5,1,228,4,0.002625,1,6.0
5,1,229,3,0.002091,1,8.0
5,1,230,5,0.003193,1,4.0
5,1,231,3,0.001991,1,6.0
5,1,232,4,0.002556,1,6.0
5,1,233,5,0.002977,1,5.0
5,1,234,6,0.003644,1,6.0
5,1,235,6,0.003654,1,5.0
5,1,236,5,0.003058,1,4.0
5,1,237,5,0.002976,1,5.0
5,1,238,5,0.002911,1,5.0
5,1,239,6,0.003448,1,5.0
5,1,240,6,0.003546,1,4.0
5,1,241,5,0.002871,1,6.0
5,1,242,6,0.003495,1,5.0
5,1,243,5,0.003024,1,5.0
5,1,244,6,0.003479,1,3.0
5,1,245,5,0.003152,1,3.0
5,1,246,5,0.002981,1,3.0
5,1,247,4,0.002405,1,5.0
5,1,248,4,0.002634,1,6.0
5,1,249,3,0.002099,1,8.0
5,1,250,5,0.003191,1,4.0
5,1,251,3,0.001975,1,6.0
5,1,252,4,0.002535,1,6.0
5,1,253,5,0.002916,1,5.0
5,1,254,6,0.003585,1,6.0
5,1,255,6,0.003618,1,5.0
5,1,256,5,0.003058,1,4.0
5,1,257,5,0.003018,1,5.0
5,1,258,5,0.002968,1,5.0
5,1,259,6,0.003659,1,5.0
5,1,260,6,0.003606,1,4.0
5,1,261,5,0.002878,1,6.0
5,1,262,6,0.003502,1,5.0
5,1,263,5,0.003024,1,5.0
5,1,264,6,0.003811,1,3.0
5,1,265,5,0.003315,1,3.0
5,1,266,3,0.002202,1,3.0
5,1,267,3,0.002115,1,5.0
5,1,268,4,0.002796,1,6.0
5,1,269,3,0.002245,1,8.0
5,1,270,4,0.002941,1,4.0
5,1,271,3,0.001975,1,6.0
5,1,272,4,0.002535,1,6.0
5,1,273,5,0.002916,1,5.0
5,1,274,6,0.003585,1,6.0
5,1,275,6,0.003618,1,5.0
5,1,276,5,0.003092,1,4.0
5,1,277,5,0.003092,1,5.0
5,1,278,5,0.003021,1,5.0
5,1,279,5,0.003029,1,5.0
5,1,280,6,0.003434,1,4.0
5,1,281,5,0.002847,1,6.0
5,1,282,6,0.003427,1,5.0
5,1,283,5,0.003003,1,5.0
5,1,284,5,0.003058,1,3.0
5,1,285,5,0.003099,1,3.0
5,1,286,5,0.003038,1,3.0
5,1,287,4,0.002491,1,5.0
5,1,288,4,0.002609,1,8.0
5,1,289,3,0.002077,1,5.0
5,1,290,5,0.003181,1,4.0
5,1,291,3,0.001991,1,6.0
5,1,292,4,0.002556,1,6.0
5,1,293,5,0.002977,1,5.0
5,1,294,6,0.003644,1,6.0
5,1,295,6,0.003654,1,5.0
5,1,296,5,0.003055,1,4.0
5,1,297,5,0.002985,1,5.0
5,1,298,5,0.002938,1,5.0
5,1,299,6,0.0036,1,5.0
5,1,300,6,0.003499,1,4.0
5,1,301,5,0.002853,1,6.0
5,1,302,6,0.003473,1,5.0
5,1,303,5,0.00301,1,5.0
5,1,304,6,0.003665,1,4.0
5,1,305,5,0.003164,1,4.0
5,1,306,4,0.002594,1,3.0
5,1,307,3,0.001992,1,6.0
5,1,308,4,0.002649,1,6.0
5,1,309,3,0.002112,1,8.0
5,1,310,5,0.00325,1,4.0
5,1,311,3,0.001975,1,6.0
5,1,312,4,0.002535,1,6.0
5,1,313,5,0.002916,1,5.0
5,1,314,6,0.003585,1,6.0
5,1,315,6,0.003618,1,5.0
5,1,316,5,0.003098,1,4.0
5,1,317,5,0.003092,1,5.0
5,1,318,5,0.003021,1,5.0
5,1,319,5,0.003029,1,5.0
5,1,320,6,0.003505,1,4.0
5,1,321,5,0.002857,1,6.0
5,1,322,6,0.003491,1,5.0
5,1,323,5,0.003034,1,5.0
5,1,324,5,0.003058,1,3.0
5,1,325,5,0.003113,1,3.0
5,1,326,5,0.003044,1,3.0
5,1,327,4,0.002494,1,5.0
5,1,328,4,0.002619,1,8.0
5,1,329,3,0.002087,1,5.0
5,1,330,5,0.003194,1,4.0
5,1,331,3,0.001991,1,6.0
5,1,332,4,0.002556,1,6.0
5,1,333,5,0.002979,1,5.0
5,1,334,6,0.003644,1,6.0
5,1,335,6,0.003654,1,5.0
6,1,0,4,0.009183,0,3.0
6,1,1,4,0.009183,0,11.0
6,1,2,5,0.011102,0,8.0
6,1,3,4,0.009068,0,15.0
6,1,4,5,0.010833,0,18.0
6,1,5,4,0.008848,0,3.0
6,1,6,4,0.008848,0,3.0
6,1,7,4,0.008695,0,19.0
6,1,8,5,0.010113,0,13.0
6,1,9,4,0.008087,0,3.0
6,1,10,4,0.008018,0,13.0
6,1,11,6,0.011141,0,9.0
6,1,12,4,0.007722,0,5.0
6,1,13,5,0.009594,0,9.0
6,1,14,6,0.011275,0,6.0
6,1,15,6,0.012329,0,7.0
6,1,16,4,0.008959,0,10.0
6,1,17,3,0.007144,0,13.0
6,1,18,3,0.007144,0,14.0
6,1,19,4,0.009177,0,3.0
6,1,20,4,0.009177,0,11.0
6,1,21,5,0.01108,0,8.0
6,1,22,4,0.009047,0,15.0
6,1,23,5,0.010713,0,18.0
6,1,24,4,0.008674,0,3.0
6,1,25,4,0.008674,0,3.0
6,1,26,4,0.008421,0,19.0
6,1,27,5,0.009714,0,13.0
6,1,28,4,0.007842,0,3.0
6,1,29,4,0.007815,0,12.0
6,1,30,6,0.011045,0,9.0
6,1,31,4,0.007817,0,5.0
6,1,32,5,0.00968,0,9.0
6,1,33,4,0.00805,0,6.0
6,1,34,6,0.012298,0,7.0
6,1,35,4,0.008834,0,10.0
6,1,36,3,0.007102,0,14.0
6,1,37,3,0.007102,0,14.0
6,1,38,4,0.009287,0,3.0
6,1,39,4,0.009287,0,11.0
6,1,40,4,0.009228,0,8.0
6,1,41,4,0.009228,0,15.0
6,1,42,5,0.010836,0,18.0
6,1,43,4,0.008738,0,3.0
6,1,44,3,0.006863,0,3.0
6,1,45,5,0.010218,0,19.0
6,1,46,5,0.009611,0,13.0
6,1,47,4,0.007787,0,3.0
6,1,48,4,0.007759,0,13.0
6,1,49,6,0.011006,0,9.0
6,1,50,4,0.007804,0,5.0
6,1,51,5,0.00967,0,9.0
6,1,52,4,0.008047,0,6.0
6,1,53,6,0.012295,0,7.0
6,1,54,4,0.008831,0,10.0
6,1,55,3,0.007102,0,13.0
6,1,56,3,0.007102,0,14.0
6,1,57,4,0.009284,0,3.0
6,1,58,4,0.009284,0,11.0
6,1,59,4,0.009238,0,8.0
6,1,60,4,0.009238,0,15.0
6,1,61,5,0.010902,0,17.0
6,1,62,4,0.008857,0,4.0
6,1,63,3,0.006987,0,3.0
6,1,64,4,0.008516,0,19.0
6,1,65,5,0.009672,0,13.0
6,1,66,4,0.007773,0,3.0
6,1,67,4,0.007746,0,13.0
6,1,68,6,0.010961,0,9.0
6,1,69,4,0.007777,0,5.0
6,1,70,5,0.009649,0,9.0
6,1,71,4,0.008029,0,6.0
6,1,72,6,0.012277,0,7.0
6,1,73,4,0.008825,0,10.0
6,1,74,3,0.007097,0,13.0
6,1,75,3,0.007097,0,14.0
6,1,76,3,0.00722,1,3.0
6,1,77,4,0.008804,1,8.0
6,1,78,4,0.008529,1,9.0
6,1,79,5,0.009775,1,7.0
6,1,80,5,0.009512,1,4.0
6,1,81,6,0.011087,1,4.0
6,1,82,5,0.009457,1,4.0
6,1,83,4,0.00833,1,3.0
6,1,84,3,0.007217,1,3.0
6,1,85,4,0.008581,1,8.0
6,1,86,5,0.009778,1,9.0
6,1,87,5,0.009453,1,7.0
6,1,88,7,0.012598,1,4.0
6,1,89,6,0.010948,1,4.0
6,1,90,5,0.009411,1,4.0
6,1,91,5,0.009752,1,4.0
6,1,92,3,0.007205,1,3.0
6,1,93,5,0.010491,1,8.0
6,1,94,5,0.009675,1,9.0
6,1,95,5,0.009359,1,7.0
6,1,96,7,0.012521,1,4.0
6,1,97,6,0.010921,1,4.0
6,1,98,5,0.009395,1,4.0
6,1,99,5,0.009736,1,4.0
6,1,100,3,0.007181,1,3.0
6,1,101,5,0.010337,1,8.0
6,1,102,5,0.009725,1,9.0
6,1,103,6,0.011122,1,7.0
6,1,104,7,0.012483,1,4.0
6,1,105,6,0.010875,1,4.0
6,1,106,5,0.00936,1,4.0
6,1,107,5,0.009707,1,4.0
7,1,0,2,0.004771,0,8.0
7,1,1,3,0.005816,0,20.0
7,1,2,4,0.007404,0,17.0
7,1,3,3,0.005818,0,12.0
7,1,4,3,0.00562,0,24.0
7,1,5,3,0.005495,0,3.0
7,1,6,5,0.00758,0,14.0
7,1,7,4,0.006306,0,12.0
7,1,8,4,0.007574,0,9.0
7,1,9,4,0.007751,0,14.0
7,1,10,4,0.006842,0,10.0
7,1,11,3,0.005372,0,4.0
7,1,12,5,0.008344,0,17.0
7,1,13,3,0.0052,0,17.0
7,1,14,5,0.007731,0,3.0
7,1,15,5,0.007326,0,4.0
7,1,16,6,0.008783,0,9.0
7,1,17,4,0.006084,0,10.0
7,1,18,3,0.005365,0,3.0
7,1,19,4,0.006591,0,5.0
7,1,20,2,0.004918,0,8.0
7,1,21,3,0.005815,0,20.0
7,1,22,4,0.007345,0,17.0
7,1,23,3,0.005836,0,12.0
7,1,24,3,0.005639,0,24.0
7,1,25,5,0.008503,0,3.0
7,1,26,5,0.007605,0,14.0
7,1,27,4,0.006376,0,13.0
7,1,28,4,0.007654,0,9.0
7,1,29,4,0.007819,0,14.0
7,1,30,4,0.006968,0,10.0
7,1,31,4,0.007097,0,4.0
7,1,32,5,0.008507,0,16.0
7,1,33,4,0.006947,0,17.0
7,1,34,5,0.008212,0,3.0
7,1,35,5,0.007769,0,4.0
7,1,36,6,0.008734,0,9.0
7,1,37,4,0.00617,0,10.0
7,1,38,3,0.005363,0,3.0
7,1,39,4,0.006591,0,5.0
7,1,40,3,0.006811,0,4.0
7,1,41,3,0.007015,0,3.0
7,1,42,4,0.007588,0,20.0
7,1,43,3,0.005772,0,17.0
7,1,44,4,0.007443,0,12.0
7,1,45,3,0.005732,0,24.0
7,1,46,5,0.008605,0,3.0
7,1,47,5,0.007857,0,14.0
7,1,48,5,0.007968,0,13.0
7,1,49,4,0.007658,0,9.0
7,1,50,4,0.007871,0,14.0
7,1,51,4,0.006958,0,10.0
7,1,52,4,0.007047,0,4.0
7,1,53,4,0.006916,0,16.0
7,1,54,4,0.00675,0,17.0
7,1,55,7,0.011086,0,3.0
7,1,56,5,0.008106,0,4.0
7,1,57,5,0.007709,0,9.0
7,1,58,4,0.006126,0,10.0
7,1,59,3,0.005452,0,3.0
7,1,60,5,0.008138,0,5.0
7,1,61,3,0.007172,0,8.0
7,1,62,4,0.007408,0,20.0
7,1,63,3,0.005718,0,17.0
7,1,64,4,0.007516,0,12.0
7,1,65,3,0.005867,0,24.0
7,1,66,5,0.008845,0,3.0
7,1,67,6,0.009666,0,14.0
7,1,68,5,0.008024,0,13.0
7,1,69,4,0.007646,0,9.0
7,1,70,4,0.00776,0,14.0
7,1,71,4,0.006849,0,12.0
7,1,72,4,0.006753,0,4.0
7,1,73,3,0.005334,0,17.0
7,1,74,4,0.006778,0,17.0
7,1,75,7,0.011083,0,3.0
7,1,76,5,0.008079,0,4.0
7,1,77,5,0.007623,0,9.0
7,1,78,6,0.008671,0,10.0
7,1,79,3,0.005361,0,3.0
7,1,80,6,0.01016,0,5.0
7,1,81,6,0.012919,1,3.0
7,1,82,2,0.004771,1,3.0
7,1,83,5,0.008649,1,3.0
7,1,84,5,0.008342,1,8.0
7,1,85,4,0.007156,1,8.0
7,1,86,2,0.004136,1,5.0
7,1,87,2,0.004234,1,5.0
7,1,88,5,0.007619,1,5.0
7,1,89,5,0.007692,1,5.0
7,1,90,5,0.008492,1,3.0
7,1,91,4,0.006299,1,4.0
7,1,92,3,0.00475,1,5.0
7,1,93,4,0.007008,1,5.0
7,1,94,3,0.005446,1,7.0
7,1,95,5,0.007288,1,7.0
7,1,96,4,0.006234,1,4.0
7,1,97,3,0.005232,1,4.0
7,1,98,2,0.004538,1,4.0
7,1,99,6,0.010963,1,5.0
7,1,100,3,0.007148,1,3.0
7,1,101,2,0.005115,1,3.0
7,1,102,4,0.0071,1,3.0
7,1,103,2,0.003775,1,8.0
7,1,104,4,0.007156,1,8.0
7,1,105,2,0.004264,1,5.0
7,1,106,2,0.00428,1,5.0
7,1,107,5,0.00781,1,5.0
7,1,108,5,0.007693,1,5.0
7,1,109,3,0.005421,1,3.0
7,1,110,6,0.008684,1,4.0
7,1,111,3,0.005658,1,5.0
7,1,112,2,0.003945,1,7.0
7,1,113,3,0.004773,1,7.0
7,1,114,2,0.003692,1,4.0
7,1,115,2,0.003848,1,4.0
7,1,116,2,0.004807,1,4.0
7,1,117,4,0.007934,1,5.0
7,1,118,2,0.005233,1,3.0
7,1,119,2,0.005379,1,3.0
7,1,120,2,0.004091,1,3.0
7,1,121,2,0.003801,1,8.0
7,1,122,2,0.004108,1,8.0
7,1,123,2,0.004262,1,5.0
7,1,124,2,0.004285,1,5.0
7,1,125,5,0.007817,1,5.0
7,1,126,2,0.003662,1,5.0
7,1,127,3,0.005426,1,3.0
7,1,128,6,0.008749,1,4.0
7,1,129,3,0.005657,1,5.0
7,1,130,2,0.003968,1,7.0
7,1,131,2,0.003654,1,7.0
7,1,132,2,0.003701,1,4.0
7,1,133,2,0.003753,1,4.0
7,1,134,2,0.005081,1,4.0
7,1,135,3,0.006374,1,5.0
7,1,136,2,0.005206,1,3.0
7,1,137,2,0.005308,1,3.0
7,1,138,2,0.004191,1,3.0
7,1,139,2,0.004287,1,8.0
7,1,140,1,0.002572,1,8.0
7,1,141,2,0.004042,1,5.0
7,1,142,2,0.004263,1,5.0
7,1,143,2,0.004131,1,5.0
7,1,144,2,0.003706,1,5.0
7,1,145,3,0.005436,1,3.0
7,1,146,5,0.007283,1,4.0
7,1,147,8,0.013223,1,4.0
7,1,148,5,0.00828,1,5.0
7,1,149,2,0.003635,1,7.0
7,1,150,2,0.003698,1,4.0
7,1,151,2,0.003767,1,4.0
7,1,152,2,0.004856,1,4.0
7,1,153,5,0.009683,1,5.0
8,1,0,3,0.043925,0,3.0
8,1,1,5,0.068514,0,7.0
8,1,2,4,0.055826,0,10.0
8,1,3,4,0.056541,0,13.0
8,1,4,4,0.057759,0,9.0
8,1,5,3,0.045387,0,14.0
8,1,6,3,0.046593,0,26.0
8,1,7,3,0.047561,0,10.0
8,1,8,3,0.047566,0,14.0
8,1,9,4,0.061445,0,12.0
8,1,10,4,0.061428,0,13.0
8,1,11,3,0.047594,0,13.0
8,1,12,3,0.047996,0,17.0
8,1,13,4,0.063463,0,14.0
8,1,14,3,0.049425,0,18.0
8,1,15,3,0.049425,0,11.0
8,1,16,3,0.049425,0,26.0
8,1,17,3,0.043925,1,4.0
8,1,18,4,0.056204,1,4.0
9,1,0,3,0.081355,0,3.0
9,1,1,3,0.081138,0,15.0
